,杨戴/伤逝__chunk001,杨戴/伤逝__chunk002,杨戴/伤逝__chunk003,杨戴/伤逝__chunk004,杨戴/在酒楼上__chunk001,杨戴/在酒楼上__chunk002,杨戴/奔月__chunk001,杨戴/奔月__chunk002,杨戴/孤独者__chunk001,杨戴/孤独者__chunk002,杨戴/孤独者__chunk003,杨戴/孤独者__chunk004,杨戴/幸福的家庭__chunk001,杨戴/故乡__chunk001,杨戴/故乡__chunk002,杨戴/明天__chunk001,杨戴/狂人日记__chunk001,杨戴/狂人日记__chunk002,杨戴/社戏__chunk001,杨戴/社戏__chunk002,杨戴/祝福__chunk001,杨戴/祝福__chunk002,杨戴/祝福__chunk003,杨戴/祝福__chunk004,杨戴/离婚__chunk001,杨戴/离婚__chunk002,杨戴/肥皂__chunk001,杨戴/肥皂__chunk002,杨戴/药__chunk001,杨戴/药__chunk002,杨戴/铸剑__chunk001,杨戴/铸剑__chunk002,杨戴/铸剑__chunk003,杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk003,杨戴/阿Q正传__chunk004,杨戴/阿Q正传__chunk005,杨戴/阿Q正传__chunk006,杨戴/阿Q正传__chunk007,杨戴/阿Q正传__chunk008,杨戴/阿Q正传__chunk009,杨戴/风波__chunk001,杨戴/风波__chunk002,蓝/伤逝__chunk001,蓝/伤逝__chunk002,蓝/伤逝__chunk003,蓝/在酒楼上__chunk001,蓝/在酒楼上__chunk002,蓝/奔月__chunk001,蓝/奔月__chunk002,蓝/孤独者__chunk001,蓝/孤独者__chunk002,蓝/孤独者__chunk003,蓝/孤独者__chunk004,蓝/幸福的家庭__chunk001,蓝/故乡__chunk001,蓝/故乡__chunk002,蓝/明天__chunk001,蓝/狂人日记__chunk001,蓝/狂人日记__chunk002,蓝/社戏__chunk001,蓝/社戏__chunk002,蓝/祝福__chunk001,蓝/祝福__chunk002,蓝/祝福__chunk003,蓝/离婚__chunk001,蓝/离婚__chunk002,蓝/肥皂__chunk001,蓝/肥皂__chunk002,蓝/药__chunk001,蓝/铸剑__chunk001,蓝/铸剑__chunk002,蓝/铸剑__chunk003,蓝/阿Q正传__chunk001,蓝/阿Q正传__chunk002,蓝/阿Q正传__chunk003,蓝/阿Q正传__chunk004,蓝/阿Q正传__chunk005,蓝/阿Q正传__chunk006,蓝/阿Q正传__chunk007,蓝/阿Q正传__chunk008,蓝/风波__chunk001
杨戴/伤逝__chunk001,0.000000,0.906682,0.884961,1.009616,0.920438,0.977554,1.037476,1.160055,0.978182,1.015642,1.137504,1.041679,1.338641,1.010991,1.277751,0.972854,1.170359,1.415086,0.983696,0.980902,0.943324,1.080464,1.135564,1.042054,1.042076,1.001352,1.037427,0.988322,1.132189,1.140792,1.127471,1.175641,1.195433,1.271324,1.054002,1.106904,1.190076,1.088279,1.170417,1.203544,1.179801,1.329327,1.117276,1.257306,0.854004,0.992666,1.031026,1.004832,1.094133,1.124861,1.241278,1.156465,1.080526,1.215229,1.149683,1.295440,1.058903,1.128582,1.153242,1.206730,1.216424,1.054551,1.241428,1.021595,1.108491,1.247114,1.237286,1.278723,1.198743,1.275642,1.338540,1.271521,1.226871,1.348283,1.128381,1.230620,1.201943,1.308779,1.128546,1.143138,1.216913,1.229084,1.161357
杨戴/伤逝__chunk002,0.906682,0.000000,0.932786,1.003760,0.959182,0.803400,1.089907,1.240203,1.062881,0.940287,1.058420,1.049843,1.378325,0.882311,1.073181,1.046902,1.347412,1.342853,0.901826,1.083980,0.916861,1.002847,1.118224,1.089374,1.103395,1.114059,1.046623,1.019467,1.193300,1.250970,1.134849,1.281508,1.308172,1.239277,1.182037,1.112403,1.220947,1.036758,1.180324,1.050650,1.183781,1.300120,1.122837,1.177334,0.993956,0.859380,1.000824,1.027397,1.086000,1.174939,1.261074,1.156156,1.077340,1.044612,1.156533,1.277678,1.069785,1.062322,1.117573,1.250759,1.279147,1.085365,1.203839,1.001435,1.195243,1.237234,1.334891,1.287403,1.173496,1.287275,1.403021,1.261879,1.285015,1.402097,1.186381,1.249372,1.215538,1.326015,1.113612,1.132792,1.120812,1.178517,1.207293
杨戴/伤逝__chunk003,0.884961,0.932786,0.000000,0.863064,0.909133,0.946914,0.983737,1.097841,1.049046,1.041743,1.008075,1.015086,1.426357,0.954533,1.135940,1.032599,1.199661,1.400612,0.805035,1.093787,0.966395,1.007969,1.145465,1.144220,1.091268,1.063645,1.042926,1.052702,1.252204,1.216531,1.176313,1.190012,1.234145,1.255162,1.235322,1.199401,1.157253,1.102000,1.150859,1.210214,1.187595,1.335954,1.059545,1.260396,0.955726,0.881547,0.900047,1.097276,1.080699,1.039694,1.233891,1.190048,1.070910,0.969709,1.157895,1.260662,1.167360,1.151889,1.143569,1.204813,1.277834,0.936725,1.272829,0.970196,1.151092,1.329888,1.254730,1.305334,1.082673,1.237750,1.417914,1.287054,1.210876,1.362599,1.218097,1.292043,1.265352,1.301536,1.111168,1.119503,1.160203,1.200435,1.094582
杨戴/伤逝__chunk004,1.009616,1.003760,0.863064,0.000000,0.980810,0.951542,0.978103,1.207750,1.129899,1.064881,1.082843,0.985477,1.421810,1.018197,1.130151,0.995429,1.188799,1.372363,0.977096,1.170328,0.869831,1.039907,1.116336,1.177526,1.111984,1.227446,1.027898,1.131917,1.306646,1.171712,1.200270,1.302187,1.298848,1.256854,1.440757,1.185333,1.277560,1.208332,1.268027,1.301200,1.292280,1.404448,1.140315,1.190780,1.032406,0.847430,0.861749,1.132028,1.106865,1.023481,1.254528,1.238126,1.122781,1.046940,1.179127,1.361190,1.096643,1.237805,1.176553,1.190948,1.242844,1.198169,1.331518,1.066589,1.304256,1.260950,1.328111,1.261786,1.188303,1.321201,1.424386,1.328610,1.313804,1.384891,1.231898,1.364294,1.303144,1.361897,1.340737,1.300677,1.311747,1.309828,1.245777
杨戴/在酒楼上__chunk001,0.920438,0.959182,0.909133,0.980810,0.000000,0.792127,0.937998,0.890033,0.954235,0.912176,0.886716,0.917755,1.316588,0.939344,1.039105,0.832497,1.194112,1.225279,0.842524,1.052086,0.903568,0.938164,1.012292,1.108770,1.015366,1.070868,1.021279,1.024808,1.028844,1.116066,1.015972,1.097468,1.039007,1.210174,1.151656,1.070703,0.970790,0.896106,1.113239,1.012688,1.012015,1.025047,1.014864,1.148591,1.001577,1.005517,0.907971,0.815537,1.147152,0.950849,1.038570,1.109045,1.008364,1.108904,0.965992,1.214953,1.074374,1.152260,1.031908,1.170747,1.253198,1.003341,1.173212,1.010706,1.153815,1.218502,1.193586,1.228116,1.098972,1.207174,1.249392,1.115816,1.072454,1.173644,1.059779,1.267398,1.120385,1.062776,0.955943,1.027280,1.071089,1.075053,1.078471
杨戴/在酒楼上__chunk002,0.977554,0.803400,0.946914,0.951542,0.792127,0.000000,1.049383,1.180053,1.099651,0.883631,0.916666,1.038190,1.422881,0.991482,0.955932,1.007865,1.130239,1.178326,0.976047,1.198923,0.899100,0.899594,0.949412,0.991970,1.101418,1.112925,0.951785,1.068463,1.185459,1.190529,1.145807,1.276774,1.334031,1.171653,1.157566,1.148410,1.155711,1.033505,1.077594,1.059514,1.136081,1.192994,1.086000,1.201808,1.065331,0.968412,0.953271,1.037707,0.966962,1.089700,1.244375,1.235657,1.089587,1.052914,1.204772,1.429363,1.089090,1.125315,1.134555,1.190918,1.206268,1.227679,1.302176,0.980915,1.193473,1.164204,1.260893,1.234563,1.107178,1.339026,1.427625,1.222368,1.265722,1.431973,1.164988,1.296031,1.259462,1.308599,1.196763,1.193693,1.138904,1.239397,1.165888
杨戴/奔月__chunk001,1.037476,1.089907,0.983737,0.978103,0.937998,1.049383,0.000000,0.757674,0.868816,0.871032,1.062418,0.920424,1.135533,0.954898,0.988332,0.912907,1.116252,1.268778,0.931821,1.026491,0.979735,1.011314,1.116634,1.094731,0.831837,0.937630,0.747155,0.739891,0.911515,1.065040,0.804702,0.891500,0.899763,1.126224,1.170836,0.953192,0.950937,0.990023,1.085828,0.963670,0.952662,1.261075,0.797149,0.903558,0.941632,0.970236,1.023989,0.866356,1.038626,0.620185,0.840311,0.902192,0.905129,0.997222,0.880834,0.997573,0.828367,0.907497,0.930783,1.138303,1.099376,0.966497,1.021259,0.953937,0.985030,1.131555,0.921253,0.944665,0.894927,0.893235,1.048149,0.850128,0.924924,1.045136,1.013660,1.043716,0.968018,0.949139,1.016475,0.956036,0.897548,0.934693,0.843577
杨戴/奔月__chunk002,1.160055,1.240203,1.097841,1.207750,0.890033,1.180053,0.757674,0.000000,0.926414,1.042746,1.157775,0.927738,1.262791,1.088319,0.987764,1.017467,1.273669,1.354502,0.981009,1.045155,1.062580,1.104432,1.112961,1.132789,1.003284,0.995772,0.908109,0.925901,0.907420,1.053220,0.772527,0.914620,1.009670,1.257823,1.092568,1.074521,0.953812,1.001804,1.105276,0.981703,0.875650,1.134700,0.964053,0.964935,1.060769,1.160842,1.173358,1.002868,1.149269,0.831688,0.651517,0.973939,1.032488,1.089771,0.917580,1.092203,0.957517,0.997169,1.008685,1.324894,1.194321,1.056393,1.100680,1.036817,1.090480,1.130900,1.008664,1.067567,0.968915,1.070150,1.041416,0.883210,0.908326,1.079373,1.133297,1.103655,1.033234,1.034158,0.952412,1.018691,0.922214,0.840210,0.975761
杨戴/孤独者__chunk001,0.978182,1.062881,1.049046,1.129899,0.954235,1.099651,0.868816,0.926414,0.000000,0.906510,0.976671,0.815198,1.258506,0.957419,1.084636,0.943407,1.032066,1.285324,0.838506,0.971870,0.838813,0.920281,1.043600,1.169463,0.888725,0.923053,0.980798,0.982786,0.984095,1.077797,0.971486,0.855543,0.910963,0.990608,0.971309,0.913659,0.911797,0.911745,0.859451,0.887675,0.980802,1.144044,0.958383,1.039179,1.069881,1.107388,1.036721,0.974882,1.158959,0.964570,1.032322,0.727249,0.969579,1.051108,0.838877,1.091907,1.005703,0.988729,0.995057,1.143107,1.038528,0.922862,1.052622,0.945794,1.009598,1.240279,1.014786,1.155470,1.065466,1.154981,1.090355,1.022565,0.920708,1.019340,0.967919,1.013436,0.896237,1.013433,0.911542,0.851137,0.902114,1.039814,0.995311
杨戴/孤独者__chunk002,1.015642,0.940287,1.041743,1.064881,0.912176,0.883631,0.871032,1.042746,0.906510,0.000000,0.941633,0.964502,1.334185,0.825276,0.982684,1.093107,0.966555,1.143276,0.943321,1.088062,0.916321,0.933463,1.057515,1.043650,0.919581,0.963842,0.956454,0.955009,1.103446,1.074557,0.971487,1.039957,1.140558,1.176007,1.195625,1.036427,1.107227,0.949692,1.123308,0.984399,0.986666,1.287091,1.011288,1.084641,1.131695,1.067476,1.013558,0.995734,1.085168,1.017186,1.065816,0.992317,0.824736,1.000239,1.088231,1.211171,0.927759,1.077438,1.093776,1.106983,1.087538,1.102152,1.231569,0.942512,1.070961,1.173394,1.059918,1.134978,1.046875,1.102066,1.320763,1.063386,1.131384,1.309488,1.094912,1.255342,1.127432,1.232550,1.052499,1.088473,1.095045,1.117939,1.116617
杨戴/孤独者__chunk003,1.137504,1.058420,1.008075,1.082843,0.886716,0.916666,1.062418,1.157775,0.976671,0.941633,0.000000,1.015207,1.199162,1.077510,1.049776,1.096713,1.140243,1.160731,0.861147,1.252763,0.884536,1.043824,1.192784,1.250914,1.117681,1.086271,1.002382,1.075197,1.201422,1.301010,1.173905,1.145338,1.246274,0.992208,1.101182,1.112527,1.104373,1.146184,1.037460,1.060818,1.180843,1.273331,1.177639,1.280049,1.116248,1.000106,1.078437,1.006554,1.116333,1.075634,1.204354,1.202312,1.072325,0.821313,1.136214,1.316772,1.119188,1.190377,1.253282,1.114430,1.152825,1.071305,1.340044,0.998125,1.244246,1.293520,1.273916,1.131899,1.204073,1.223596,1.415078,1.163196,1.207058,1.345012,1.023741,1.308733,1.169034,1.193238,1.183698,1.196388,1.082616,1.233420,1.150010
杨戴/孤独者__chunk004,1.041679,1.049843,1.015086,0.985477,0.917755,1.038190,0.920424,0.927738,0.815198,0.964502,1.015207,0.000000,1.166520,0.885986,0.985822,0.949277,1.094336,1.164214,0.853419,0.967802,0.858931,0.955121,1.057081,1.240983,1.022076,1.021015,0.990560,1.064090,0.990976,1.133388,1.057067,1.106121,1.103211,1.167321,1.047400,1.009745,0.956955,0.976457,0.907764,0.966317,0.907351,1.182920,1.001117,1.006453,1.104465,0.948751,1.051419,1.051408,1.085490,0.971201,1.021119,0.856369,0.868379,1.099605,0.749717,1.185077,0.970865,0.956427,1.051602,1.102966,1.071043,1.012823,1.201097,1.002208,1.052710,1.062918,1.103620,1.194098,1.035498,1.152957,1.172831,1.019741,1.086999,1.106936,1.172028,1.130775,1.128043,1.142044,0.986673,0.984878,0.976999,0.953126,1.105915
杨戴/幸福的家庭__chunk001,1.338641,1.378325,1.426357,1.421810,1.316588,1.422881,1.135533,1.262791,1.258506,1.334185,1.199162,1.166520,0.000000,1.381460,1.321534,1.266022,1.424789,1.324788,1.280494,1.341991,1.232348,1.370220,1.425457,1.466952,1.242561,1.304419,1.190599,1.045217,1.270786,1.395450,1.233674,1.339487,1.277896,1.156984,1.222421,1.249686,1.255041,1.386712,1.281749,1.222956,1.346235,1.489934,1.268675,1.233942,1.456242,1.385336,1.413093,1.334858,1.559269,1.191305,1.346992,1.235404,1.203141,1.330596,1.212130,0.780271,1.447276,1.311171,1.262669,1.243490,1.418858,1.245153,1.448018,1.276908,1.269631,1.430571,1.252069,1.254302,1.247633,1.207766,1.351552,1.192715,1.305048,1.281478,1.271639,1.314717,1.315674,1.384344,1.179224,1.290604,1.203682,1.318856,1.225304
杨戴/故乡__chunk001,1.010991,0.882311,0.954533,1.018197,0.939344,0.991482,0.954898,1.088319,0.957419,0.825276,1.077510,0.885986,1.381460,0.000000,0.896046,0.981135,1.073993,1.157292,0.973795,0.963314,0.881322,0.892688,1.118063,1.160646,1.015598,1.007399,1.119971,1.036727,1.129163,1.139231,1.045421,1.197268,1.177877,1.202639,1.181145,1.044168,1.145705,0.954986,1.065953,1.045924,1.097916,1.295930,0.855108,1.191451,1.136545,1.101747,1.089697,1.090893,1.159999,1.061290,1.230780,1.027739,1.067146,1.116690,1.074076,1.356151,0.902909,1.094951,1.184333,1.146494,1.202023,1.105639,1.265886,0.966278,1.186266,1.293405,1.213651,1.225635,1.083474,1.178886,1.320077,1.164208,1.177114,1.320528,1.194510,1.324183,1.138267,1.331818,1.069564,1.091424,1.193474,1.100397,1.091739
杨戴/故乡__chunk002,1.277751,1.073181,1.135940,1.130151,1.039105,0.955932,0.988332,0.987764,1.084636,0.982684,1.049776,0.985822,1.321534,0.896046,0.000000,1.137568,1.136749,1.071734,1.071491,1.089683,0.954413,0.934858,1.077997,1.229363,1.081543,1.076598,1.068595,1.029106,1.166259,1.180561,1.045012,1.184740,1.301482,1.314599,1.314156,1.093809,1.076778,1.144955,1.056764,0.957869,1.076908,1.233007,1.059626,1.115040,1.203239,1.201413,1.173441,1.090868,1.187276,1.058962,1.082219,1.190249,1.060879,1.087824,1.096133,1.320628,1.006783,0.910137,1.230580,1.261934,1.148999,1.259029,1.239888,1.094534,1.266270,1.191985,1.190762,1.209614,1.091323,1.228438,1.354572,1.117863,1.178840,1.369951,1.288249,1.370283,1.178276,1.268315,1.162516,1.096044,1.104519,1.145240,1.194791
杨戴/明天__chunk001,0.972854,1.046902,1.032599,0.995429,0.832497,1.007865,0.912907,1.017467,0.943407,1.093107,1.096713,0.949277,1.266022,0.981135,1.137568,0.000000,1.320110,1.501926,1.109047,0.966608,0.985892,1.022302,1.010122,1.081377,0.938356,1.078305,0.953307,1.000481,0.993185,0.974668,0.981505,1.011379,0.970955,1.208864,1.205352,1.019155,1.039603,0.934311,0.980485,0.994764,1.028270,1.218758,0.849463,1.000002,1.085597,1.037859,1.027697,0.946422,1.135064,0.860652,1.064007,1.071861,1.107924,1.140894,0.976182,1.131771,1.083302,1.068534,0.788891,1.258192,1.230508,1.173785,1.149654,1.046473,1.001525,1.183452,1.085275,1.168295,1.046932,1.114257,1.100245,0.971388,1.049601,1.082961,1.107618,1.125665,1.066580,1.043172,0.993180,0.923074,1.034971,1.003023,0.958736
杨戴/狂人日记__chunk001,1.170359,1.347412,1.199661,1.188799,1.194112,1.130239,1.116252,1.273669,1.032066,0.966555,1.140243,1.094336,1.424789,1.073993,1.136749,1.320110,0.000000,0.950022,1.106476,1.278311,1.020728,1.048170,1.203424,1.309093,1.088213,1.234619,1.220885,1.137803,1.227583,1.206782,1.254215,1.193894,1.193184,1.193171,1.303439,1.298177,1.235374,1.254984,1.087061,1.294646,1.254581,1.289468,1.214540,1.328888,1.247596,1.297638,1.157882,1.280997,1.367616,1.272852,1.352270,1.271876,1.153879,1.320548,1.241569,1.398993,1.210051,1.287579,1.440513,0.840416,1.153801,1.198270,1.490616,1.203729,1.396978,1.471126,1.245958,1.317045,1.330728,1.402789,1.439081,1.364183,1.275749,1.351185,1.226413,1.439716,1.459031,1.483870,1.265012,1.203279,1.396317,1.282097,1.324482
杨戴/狂人日记__chunk002,1.415086,1.342853,1.400612,1.372363,1.225279,1.178326,1.268778,1.354502,1.285324,1.143276,1.160731,1.164214,1.324788,1.157292,1.071734,1.501926,0.950022,0.000000,1.260649,1.537389,1.092320,1.183193,1.339208,1.441978,1.233902,1.225562,1.235882,1.198429,1.373931,1.385947,1.424291,1.421262,1.411191,1.226859,1.367729,1.389330,1.389398,1.361385,1.253455,1.412352,1.299924,1.469880,1.385701,1.426950,1.370948,1.342310,1.304838,1.385699,1.414471,1.335476,1.467189,1.347336,1.189082,1.347547,1.342826,1.399478,1.231070,1.310436,1.551987,1.080723,0.929584,1.350334,1.663653,1.281368,1.451757,1.402442,1.356310,1.367090,1.311269,1.350489,1.575686,1.447469,1.446790,1.511370,1.295904,1.529994,1.497591,1.638882,1.340384,1.340275,1.417249,1.404096,1.403178
杨戴/社戏__chunk001,0.983696,0.901826,0.805035,0.977096,0.842524,0.976047,0.931821,0.981009,0.838506,0.943321,0.861147,0.853419,1.280494,0.973795,1.071491,1.109047,1.106476,1.260649,0.000000,0.996447,0.923257,0.989768,1.088202,1.183650,1.189902,1.205155,1.045359,1.043501,1.080043,1.234350,1.133265,1.069873,1.149911,1.094460,1.087423,1.119411,1.054231,0.946714,1.064061,1.047153,1.069371,1.290830,1.134871,1.205562,0.983501,0.857466,0.981379,0.886419,1.066213,1.043128,1.158690,1.006321,0.971236,0.993473,0.962200,1.192378,1.045609,1.093255,1.098759,1.103239,1.194271,0.736207,1.164975,0.914316,1.070876,1.233888,1.268499,1.248788,1.092507,1.214179,1.301182,1.115458,1.206875,1.263703,1.165595,1.189839,1.125646,1.204563,1.003485,1.084282,0.994631,1.107165,1.164345
杨戴/社戏__chunk002,0.980902,1.083980,1.093787,1.170328,1.052086,1.198923,1.026491,1.045155,0.971870,1.088062,1.252763,0.967802,1.341991,0.963314,1.089683,0.966608,1.278311,1.537389,0.996447,0.000000,1.055789,0.980627,1.153937,1.316091,1.001753,1.137744,1.101606,1.083960,0.998159,1.126560,0.994188,1.058137,0.937701,1.329838,1.178208,1.114129,1.036775,1.000512,1.060613,1.033107,1.115421,1.359219,0.977297,0.998838,1.110287,1.064732,1.212728,0.903632,1.214301,1.057033,0.980797,1.047047,1.133614,1.144051,0.972840,1.236794,1.020599,0.976575,0.975775,1.350426,1.332789,0.957490,0.857804,1.087195,0.980819,1.205848,1.112042,1.223497,1.100788,1.204475,1.116133,1.038657,1.097677,1.018691,1.281725,1.218729,1.184632,1.132336,1.008652,0.993111,1.122753,1.026751,1.071849
杨戴/祝福__chunk001,0.943324,0.916861,0.966395,0.869831,0.903568,0.899100,0.979735,1.062580,0.838813,0.916321,0.884536,0.858931,1.232348,0.881322,0.954413,0.985892,1.020728,1.092320,0.923257,1.055789,0.000000,0.885561,0.999123,1.066348,0.916648,1.016172,0.991400,1.040322,1.091345,1.163406,1.096495,1.141996,1.163877,0.965538,1.063204,0.979340,0.985879,0.916243,0.995097,1.096656,1.041465,1.170938,1.050290,1.151959,0.874264,0.882283,0.844950,0.987732,1.111670,1.035491,1.102251,0.917710,0.990376,0.942227,0.925709,1.204139,1.007336,1.049781,1.082723,1.089723,1.079773,1.001262,1.244696,0.721033,1.075492,1.240861,1.161601,1.153116,1.165117,1.183692,1.249297,1.176150,1.148044,1.182354,1.041683,1.175709,1.020109,1.227512,1.002167,1.034998,1.063216,1.121141,1.110418
杨戴/祝福__chunk002,1.080464,1.002847,1.007969,1.039907,0.938164,0.899594,1.011314,1.104432,0.920281,0.933463,1.043824,0.955121,1.370220,0.892688,0.934858,1.022302,1.048170,1.183193,0.989768,0.980627,0.885561,0.000000,0.844415,1.014289,1.012493,1.003348,1.104932,1.057505,1.174384,0.975502,1.193070,1.191290,1.138725,1.175256,1.082324,0.992855,1.059609,0.986000,0.995181,1.011451,1.022765,1.254753,0.921241,1.073830,1.080652,1.127267,1.026321,1.064008,1.178526,1.074848,1.113547,1.066989,1.042828,1.111996,1.060889,1.273026,1.053370,1.136499,1.019559,1.186945,1.210988,1.141120,1.221399,0.929102,0.958371,1.119164,1.140349,1.208579,1.124434,1.233734,1.327918,1.288562,1.204381,1.247551,1.077646,1.211391,1.122752,1.235704,1.027742,1.134669,1.142934,1.116322,1.050074
杨戴/祝福__chunk003,1.135564,1.118224,1.145465,1.116336,1.012292,0.949412,1.116634,1.112961,1.043600,1.057515,1.192784,1.057081,1.425457,1.118063,1.077997,1.010122,1.203424,1.339208,1.088202,1.153937,0.999123,0.844415,0.000000,0.920939,1.120138,1.204883,1.189464,1.177254,1.246531,1.133706,1.277327,1.274241,1.226291,1.341620,1.334275,1.176042,1.143148,1.098013,1.136065,1.020525,1.135996,1.409889,1.084772,1.135286,1.194913,1.210863,1.255646,1.183710,1.314439,1.202890,1.202694,1.146227,1.103882,1.259936,1.216247,1.384089,1.320918,1.296579,1.153419,1.166740,1.309203,1.249730,1.359517,1.212096,1.217112,1.012528,1.318926,1.385064,1.267042,1.410869,1.495584,1.304738,1.290123,1.367795,1.276591,1.333560,1.315096,1.316226,1.182331,1.275112,1.221599,1.283837,1.263591
杨戴/祝福__chunk004,1.042054,1.089374,1.144220,1.177526,1.108770,0.991970,1.094731,1.132789,1.169463,1.043650,1.250914,1.240983,1.466952,1.160646,1.229363,1.081377,1.309093,1.441978,1.183650,1.316091,1.066348,1.014289,0.920939,0.000000,1.120879,1.220351,1.103909,0.998397,1.245576,1.194449,1.019388,1.216574,1.360565,1.302191,1.283347,1.228730,1.211126,1.112397,1.211228,1.163380,1.206215,1.309536,1.097819,1.233015,1.156574,1.198888,1.158511,1.211953,1.232052,1.125103,1.187761,1.268463,1.139920,1.261824,1.315108,1.409848,1.257467,1.273826,1.193858,1.268930,1.364251,1.291795,1.374147,1.120953,1.132805,1.132710,1.298839,1.335570,1.131143,1.247915,1.451692,1.145971,1.277956,1.407787,1.198900,1.246083,1.237206,1.387690,1.253013,1.184907,1.226347,1.231179,1.097073
杨戴/离婚__chunk001,1.042076,1.103395,1.091268,1.111984,1.015366,1.101418,0.831837,1.003284,0.888725,0.919581,1.117681,1.022076,1.242561,1.015598,1.081543,0.938356,1.088213,1.233902,1.189902,1.001753,0.916648,1.012493,1.120138,1.120879,0.000000,0.826486,0.803263,0.734629,0.984536,1.140891,0.879497,0.941471,1.019183,1.105736,1.151516,1.004619,1.035179,0.922192,1.039881,1.084894,1.051438,1.218330,0.786210,0.866512,1.154420,1.036536,1.134454,1.023516,1.072758,0.913435,1.062089,0.917834,0.997995,1.082286,1.008112,1.102940,1.003810,0.999518,1.078698,1.124979,1.028555,1.044462,1.133359,1.098224,1.073847,1.226295,0.795528,1.054869,0.926567,0.936742,1.096363,1.100525,0.972801,1.104816,1.068058,1.156324,1.083102,1.132696,0.948510,0.930424,1.092705,1.055706,0.852757
杨戴/离婚__chunk002,1.001352,1.114059,1.063645,1.227446,1.070868,1.112925,0.937630,0.995772,0.923053,0.963842,1.086271,1.021015,1.304419,1.007399,1.076598,1.078305,1.234619,1.225562,1.205155,1.137744,1.016172,1.003348,1.204883,1.220351,0.826486,0.000000,0.946006,0.825456,1.070618,1.102140,1.054318,1.113293,1.102436,1.161513,1.186806,1.045930,1.067088,1.007444,1.046074,1.118109,1.116471,1.389768,0.874190,1.003727,1.079962,1.160533,1.149468,1.137140,1.186462,1.019086,1.069921,1.092835,1.005830,1.058386,1.013703,1.153960,0.989122,1.067730,1.116372,1.175985,1.007318,1.139776,1.164957,0.988706,1.031714,1.266305,0.977597,0.868491,0.945393,1.013593,1.180698,1.176419,1.156688,1.221029,1.103863,1.259469,1.111266,1.221338,0.991967,1.020969,1.091131,1.084932,0.895073
杨戴/肥皂__chunk001,1.037427,1.046623,1.042926,1.027898,1.021279,0.951785,0.747155,0.908109,0.980798,0.956454,1.002382,0.990560,1.190599,1.119971,1.068595,0.953307,1.220885,1.235882,1.045359,1.101606,0.991400,1.104932,1.189464,1.103909,0.803263,0.946006,0.000000,0.775787,1.130443,1.245286,0.934529,1.078307,1.128494,1.059361,1.096154,1.018179,1.094921,1.021294,1.114016,1.072050,1.115208,1.295499,1.002578,0.962515,1.045560,1.010364,1.054480,0.981055,0.938745,0.836692,0.994875,1.056988,0.972642,1.051375,0.954853,1.120879,0.895343,1.031890,1.052448,1.193403,1.013487,1.161398,1.194579,1.007520,0.967308,1.130510,0.999350,1.039675,0.719698,0.935918,1.216919,0.922222,1.056910,1.200072,1.071100,1.199588,1.102310,1.151068,1.055608,1.072281,1.045720,1.068548,0.997797
杨戴/肥皂__chunk002,0.988322,1.019467,1.052702,1.131917,1.024808,1.068463,0.739891,0.925901,0.982786,0.955009,1.075197,1.064090,1.045217,1.036727,1.029106,1.000481,1.137803,1.198429,1.043501,1.083960,1.040322,1.057505,1.177254,0.998397,0.734629,0.825456,0.775787,0.000000,0.999939,1.059878,0.869091,0.962323,0.981724,1.085639,1.169718,1.113283,1.047836,1.046850,1.120358,1.082036,1.156353,1.298804,0.873117,1.003407,1.002698,0.991541,1.048274,0.973346,1.031679,0.774643,0.975401,1.033799,0.894035,0.953062,0.995844,0.967741,0.909251,0.935655,0.936178,1.074913,1.075742,1.028554,1.048609,0.957948,1.015208,1.188941,0.879784,0.936184,0.857909,0.673568,1.067689,0.995571,0.911987,1.104932,0.985712,1.190376,1.102479,1.103114,0.970957,0.934207,1.025623,1.020611,0.816003
