,杨戴/伤逝__chunk001,杨戴/伤逝__chunk002,杨戴/伤逝__chunk003,杨戴/伤逝__chunk004,杨戴/在酒楼上__chunk001,杨戴/在酒楼上__chunk002,杨戴/奔月__chunk001,杨戴/奔月__chunk002,杨戴/孤独者__chunk001,杨戴/孤独者__chunk002,杨戴/孤独者__chunk003,杨戴/孤独者__chunk004,杨戴/幸福的家庭__chunk001,杨戴/故乡__chunk001,杨戴/故乡__chunk002,杨戴/明天__chunk001,杨戴/狂人日记__chunk001,杨戴/狂人日记__chunk002,杨戴/社戏__chunk001,杨戴/社戏__chunk002,杨戴/祝福__chunk001,杨戴/祝福__chunk002,杨戴/祝福__chunk003,杨戴/祝福__chunk004,杨戴/离婚__chunk001,杨戴/离婚__chunk002,杨戴/肥皂__chunk001,杨戴/肥皂__chunk002,杨戴/药__chunk001,杨戴/药__chunk002,杨戴/铸剑__chunk001,杨戴/铸剑__chunk002,杨戴/铸剑__chunk003,杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk003,杨戴/阿Q正传__chunk004,杨戴/阿Q正传__chunk005,杨戴/阿Q正传__chunk006,杨戴/阿Q正传__chunk007,杨戴/阿Q正传__chunk008,杨戴/阿Q正传__chunk009,杨戴/风波__chunk001,杨戴/风波__chunk002,蓝/伤逝__chunk001,蓝/伤逝__chunk002,蓝/伤逝__chunk003,蓝/在酒楼上__chunk001,蓝/在酒楼上__chunk002,蓝/奔月__chunk001,蓝/奔月__chunk002,蓝/孤独者__chunk001,蓝/孤独者__chunk002,蓝/孤独者__chunk003,蓝/孤独者__chunk004,蓝/幸福的家庭__chunk001,蓝/故乡__chunk001,蓝/故乡__chunk002,蓝/明天__chunk001,蓝/狂人日记__chunk001,蓝/狂人日记__chunk002,蓝/社戏__chunk001,蓝/社戏__chunk002,蓝/祝福__chunk001,蓝/祝福__chunk002,蓝/祝福__chunk003,蓝/离婚__chunk001,蓝/离婚__chunk002,蓝/肥皂__chunk001,蓝/肥皂__chunk002,蓝/药__chunk001,蓝/铸剑__chunk001,蓝/铸剑__chunk002,蓝/铸剑__chunk003,蓝/阿Q正传__chunk001,蓝/阿Q正传__chunk002,蓝/阿Q正传__chunk003,蓝/阿Q正传__chunk004,蓝/阿Q正传__chunk005,蓝/阿Q正传__chunk006,蓝/阿Q正传__chunk007,蓝/阿Q正传__chunk008,蓝/风波__chunk001
蓝/在酒楼上__chunk002,1.094133,1.086000,1.080699,1.106865,1.147152,0.966962,1.038626,1.149269,1.158959,1.085168,1.116333,1.085490,1.559269,1.159999,1.187276,1.135064,1.367616,1.414471,1.066213,1.214301,1.111670,1.178526,1.314439,1.232052,1.072758,1.186462,0.938745,1.031679,1.183877,1.258891,1.121214,1.166526,1.249571,1.325509,1.360763,1.312104,1.209350,1.245861,1.282805,1.245289,1.209479,1.418140,1.215664,1.187427,1.046767,0.938545,0.984826,0.882449,0.000000,0.997213,1.147851,1.068325,0.922168,0.845530,0.991958,1.425103,0.859807,1.098040,1.072791,1.215501,1.229533,1.172259,1.174970,0.960528,1.017229,1.116783,1.156383,1.257083,0.926997,1.099116,1.266354,1.104052,1.146747,1.407516,1.217914,1.223823,1.269582,1.190501,1.187324,1.102521,1.068166,1.106068,1.134014
蓝/奔月__chunk001,1.124861,1.174939,1.039694,1.023481,0.950849,1.089700,0.620185,0.831688,0.964570,1.017186,1.075634,0.971201,1.191305,1.061290,1.058962,0.860652,1.272852,1.335476,1.043128,1.057033,1.035491,1.074848,1.202890,1.125103,0.913435,1.019086,0.836692,0.774643,1.038174,1.108239,0.839475,0.904750,1.064932,1.171150,1.212339,1.083886,1.003272,1.013355,1.124769,1.069094,0.948027,1.252925,0.889384,0.937912,0.899755,0.898597,0.891818,0.828412,0.997213,0.000000,0.740044,0.926626,0.868433,0.852081,0.849703,0.878146,0.879042,0.888604,0.824829,1.142232,1.028942,0.951501,0.961032,0.841646,0.890510,1.128597,0.958762,0.991362,0.771241,0.861659,0.967483,0.804222,0.809149,1.047290,1.084975,1.012810,0.922945,0.937525,0.930379,0.897727,0.852218,0.833452,0.737196
蓝/奔月__chunk002,1.241278,1.261074,1.233891,1.254528,1.038570,1.244375,0.840311,0.651517,1.032322,1.065816,1.204354,1.021119,1.346992,1.230780,1.082219,1.064007,1.352270,1.467189,1.158690,0.980797,1.102251,1.113547,1.202694,1.187761,1.062089,1.069921,0.994875,0.975401,0.915045,1.065002,0.813694,0.866544,1.024530,1.341748,1.206517,1.146839,0.953206,1.046617,1.147911,1.033606,0.946883,1.203532,1.107549,1.050951,0.987175,1.065995,1.044236,0.855018,1.147851,0.740044,0.000000,0.995278,1.004598,1.033891,0.863300,1.059643,0.937400,0.932052,0.816532,1.259559,1.198921,1.063021,0.868385,0.985579,1.003767,1.146322,0.920620,1.013711,0.900540,0.898893,0.788771,0.773843,0.788486,0.964668,1.179037,1.065300,1.008235,0.941032,0.940691,0.937112,0.912190,0.787605,0.925210
蓝/孤独者__chunk001,1.156465,1.156156,1.190048,1.238126,1.109045,1.235657,0.902192,0.973939,0.727249,0.992317,1.202312,0.856369,1.235404,1.027739,1.190249,1.071861,1.271876,1.347336,1.006321,1.047047,0.917710,1.066989,1.146227,1.268463,0.917834,1.092835,1.056988,1.033799,1.065896,1.220964,0.986167,0.944387,1.085190,1.105798,1.073945,0.988633,0.984676,0.951294,1.032073,0.988677,1.059351,1.235318,0.962838,0.957322,1.095892,1.063892,1.109776,0.908311,1.068325,0.926626,0.995278,0.000000,0.872688,1.013771,0.693141,1.102580,0.914619,0.994291,0.926894,1.138607,1.185624,0.811301,0.970517,0.852839,0.936446,1.115449,0.873687,1.166395,0.978984,1.058300,1.106376,1.008262,0.908898,0.987830,1.071451,1.055392,0.960077,0.951149,0.810448,0.788994,0.877994,1.016487,0.936410
蓝/孤独者__chunk002,1.080526,1.077340,1.070910,1.122781,1.008364,1.089587,0.905129,1.032488,0.969579,0.824736,1.072325,0.868379,1.203141,1.067146,1.060879,1.107924,1.153879,1.189082,0.971236,1.133614,0.990376,1.042828,1.103882,1.139920,0.997995,1.005830,0.972642,0.894035,1.048398,1.070071,1.031080,1.068569,1.126666,1.160611,1.272146,1.185414,1.099881,1.031396,1.074927,1.094091,1.039232,1.367098,1.089226,1.042916,1.040466,0.899834,1.054370,0.856488,0.922168,0.868433,1.004598,0.872688,0.000000,0.810941,0.806281,1.073479,0.812272,0.929090,1.009547,1.048999,0.994745,0.928637,1.094119,0.876642,1.024691,1.044330,0.899012,1.099226,0.891524,0.898464,1.176963,1.010618,1.041175,1.110990,1.016107,1.086563,1.086058,1.031068,0.917809,0.822561,0.914172,0.973135,0.922110
蓝/孤独者__chunk003,1.215229,1.044612,0.969709,1.046940,1.108904,1.052914,0.997222,1.089771,1.051108,1.000239,0.821313,1.099605,1.330596,1.116690,1.087824,1.140894,1.320548,1.347547,0.993473,1.144051,0.942227,1.111996,1.259936,1.261824,1.082286,1.058386,1.051375,0.953062,1.172124,1.263653,1.043608,1.077064,1.231951,1.214611,1.391782,1.326444,1.190326,1.184314,1.300975,1.267491,1.216616,1.460669,1.210200,1.242979,0.964435,0.835949,0.950578,0.909221,0.845530,0.852081,1.033891,1.013771,0.810941,0.000000,0.941701,1.228430,0.884851,1.020785,1.038382,1.234192,1.100098,0.937298,1.056029,0.808647,0.976882,1.151073,1.045595,0.972890,0.945391,1.004370,1.184557,1.022970,1.067720,1.225154,1.175338,1.232859,1.207018,1.093784,1.161703,1.054676,1.004659,1.139676,0.991656
蓝/孤独者__chunk004,1.149683,1.156533,1.157895,1.179127,0.965992,1.204772,0.880834,0.917580,0.838877,1.088231,1.136214,0.749717,1.212130,1.074076,1.096133,0.976182,1.241569,1.342826,0.962200,0.972840,0.925709,1.060889,1.216247,1.315108,1.008112,1.013703,0.954853,0.995844,0.959155,1.085302,0.883004,0.942062,1.039536,1.212549,1.137824,1.048066,1.004370,1.006286,1.070496,0.957619,1.049544,1.223114,0.985777,0.946412,1.006092,0.973839,0.963502,0.803373,0.991958,0.849703,0.863300,0.693141,0.806281,0.941701,0.000000,1.031795,0.842523,0.868087,0.815438,1.104421,1.103309,0.827422,0.866536,0.800553,0.926181,1.085343,0.865036,1.034810,0.841082,0.947128,0.861740,0.924247,0.887461,0.937137,1.058544,1.012772,0.907366,0.828071,0.791717,0.781273,0.818551,0.843854,0.862326
蓝/幸福的家庭__chunk001,1.295440,1.277678,1.260662,1.361190,1.214953,1.429363,0.997573,1.092203,1.091907,1.211171,1.316772,1.185077,0.780271,1.356151,1.320628,1.131771,1.398993,1.399478,1.192378,1.236794,1.204139,1.273026,1.384089,1.409848,1.102940,1.153960,1.120879,0.967741,1.148902,1.258495,1.087711,1.124176,1.131824,1.263578,1.295580,1.217703,1.150457,1.177025,1.234176,1.252334,1.257218,1.561744,1.174375,1.073413,1.200447,1.190046,1.197806,1.056452,1.425103,0.878146,1.059643,1.102580,1.073479,1.228430,1.031795,0.000000,1.205290,1.087898,0.992097,1.212911,1.164563,1.068883,1.100427,1.076612,0.987898,1.355001,1.078064,1.158018,1.060019,0.957866,1.069156,1.111364,1.042100,1.075854,1.167010,1.141734,1.110394,1.174828,0.937010,0.966475,1.060154,1.135606,1.012534
蓝/故乡__chunk001,1.058903,1.069785,1.167360,1.096643,1.074374,1.089090,0.828367,0.957517,1.005703,0.927759,1.119188,0.970865,1.447276,0.902909,1.006783,1.083302,1.210051,1.231070,1.045609,1.020599,1.007336,1.053370,1.320918,1.257467,1.003810,0.989122,0.895343,0.909251,1.013787,1.104035,0.983951,1.077006,1.189281,1.308035,1.286981,1.202296,1.190983,1.057729,1.174815,1.113020,1.194493,1.389221,0.964868,1.010582,0.904830,0.936487,1.005506,0.876803,0.859807,0.879042,0.937400,0.914619,0.812272,0.884851,0.842523,1.205290,0.000000,0.916156,1.004414,1.111082,0.972245,0.931527,1.008821,0.900054,0.843168,1.060055,0.964686,1.041728,0.819885,0.877709,1.147706,0.995074,1.049090,1.201562,1.200158,1.206393,1.095468,1.100748,1.034849,0.895754,1.053823,0.996797,0.865609
蓝/故乡__chunk002,1.128582,1.062322,1.151889,1.237805,1.152260,1.125315,0.907497,0.997169,0.988729,1.077438,1.190377,0.956427,1.311171,1.094951,0.910137,1.068534,1.287579,1.310436,1.093255,0.976575,1.049781,1.136499,1.296579,1.273826,0.999518,1.067730,1.031890,0.935655,1.020287,1.172359,0.991834,1.007943,1.224461,1.248926,1.164975,1.092568,1.038756,1.037156,1.032928,0.964806,1.077757,1.274863,1.058605,0.975468,1.066087,0.990731,1.063785,0.898675,1.098040,0.888604,0.932052,0.994291,0.929090,1.020785,0.868087,1.087898,0.916156,0.000000,1.041520,1.199484,1.095097,1.017635,0.935419,0.973053,1.072936,1.205670,0.963505,1.100828,1.039288,1.032463,1.094316,1.021400,0.954044,1.138576,1.091003,1.080573,0.964196,1.005561,0.952268,0.856589,0.903706,1.040509,0.924905
蓝/明天__chunk001,1.153242,1.117573,1.143569,1.176553,1.031908,1.134555,0.930783,1.008685,0.995057,1.093776,1.253282,1.051602,1.262669,1.184333,1.230580,0.788891,1.440513,1.551987,1.098759,0.975775,1.082723,1.019559,1.153419,1.193858,1.078698,1.116372,1.052448,0.936178,1.021900,0.961296,0.915970,0.975004,1.038685,1.260487,1.211778,1.107928,1.065109,0.970672,1.169056,0.999657,1.049091,1.255426,0.951866,0.905698,0.951799,0.993731,0.964373,0.793482,1.072791,0.824829,0.816532,0.926894,1.009547,1.038382,0.815438,0.992097,1.004414,1.041520,0.000000,1.225299,1.234763,0.926636,0.916059,0.929410,0.872218,1.099638,0.926600,1.105231,0.953116,0.948185,0.865620,0.913355,0.846587,0.900009,1.037851,0.952831,0.903982,0.780586,0.849454,0.835299,0.858941,0.886831,0.790890
蓝/狂人日记__chunk001,1.206730,1.250759,1.204813,1.190948,1.170747,1.190918,1.138303,1.324894,1.143107,1.106983,1.114430,1.102966,1.243490,1.146494,1.261934,1.258192,0.840416,1.080723,1.103239,1.350426,1.089723,1.186945,1.166740,1.268930,1.124979,1.175985,1.193403,1.074913,1.247457,1.247478,1.288116,1.178827,1.199994,1.215855,1.266295,1.201649,1.252697,1.132288,1.070954,1.209231,1.331498,1.412197,1.225892,1.140210,1.160884,1.201061,1.021393,1.051759,1.215501,1.142232,1.259559,1.138607,1.048999,1.234192,1.104421,1.212911,1.111082,1.199484,1.225299,0.000000,1.043762,1.056073,1.316618,1.006447,1.252785,1.417626,1.133947,1.190237,1.123317,1.179998,1.320054,1.252948,1.169848,1.250499,1.094926,1.285656,1.256523,1.274555,1.069214,1.088849,1.187476,1.244129,1.125626
蓝/狂人日记__chunk002,1.216424,1.279147,1.277834,1.242844,1.253198,1.206268,1.099376,1.194321,1.038528,1.087538,1.152825,1.071043,1.418858,1.202023,1.148999,1.230508,1.153801,0.929584,1.194271,1.332789,1.079773,1.210988,1.309203,1.364251,1.028555,1.007318,1.013487,1.075742,1.268876,1.221471,1.206742,1.277942,1.260638,1.290163,1.387125,1.183755,1.321477,1.227852,1.210877,1.297852,1.272062,1.501334,1.238895,1.099904,1.084207,1.100318,1.099938,1.132832,1.229533,1.028942,1.198921,1.185624,0.994745,1.100098,1.103309,1.164563,0.972245,1.095097,1.234763,1.043762,0.000000,1.101719,1.351680,1.009258,1.148079,1.215567,1.079506,1.137631,1.070178,1.191866,1.282982,1.126874,1.191083,1.298060,1.195148,1.256315,1.142432,1.310163,1.208036,1.057137,1.183439,1.249130,1.068528
蓝/社戏__chunk001,1.054551,1.085365,0.936725,1.198169,1.003341,1.227679,0.966497,1.056393,0.922862,1.102152,1.071305,1.012823,1.245153,1.105639,1.259029,1.173785,1.198270,1.350334,0.736207,0.957490,1.001262,1.141120,1.249730,1.291795,1.044462,1.139776,1.161398,1.028554,1.152568,1.264570,1.092614,1.060709,1.172334,1.177496,1.245253,1.226413,1.087427,1.054743,1.171768,1.150072,1.203437,1.348965,1.089990,1.103287,0.916378,0.867795,0.930822,0.851308,1.172259,0.951501,1.063021,0.811301,0.928637,0.937298,0.827422,1.068883,0.931527,1.017635,0.926636,1.056073,1.101719,0.000000,0.922010,0.807429,0.923993,1.276036,1.014375,1.207775,0.989774,1.063252,1.203819,1.163499,1.072480,1.031336,1.100192,1.100734,1.044227,1.008078,0.849118,0.858291,0.938555,1.028348,0.885510
蓝/社戏__chunk002,1.241428,1.203839,1.272829,1.331518,1.173212,1.302176,1.021259,1.100680,1.052622,1.231569,1.340044,1.201097,1.448018,1.265886,1.239888,1.149654,1.490616,1.663653,1.164975,0.857804,1.244696,1.221399,1.359517,1.374147,1.133359,1.164957,1.194579,1.048609,1.066354,1.169970,0.997166,0.907079,1.052709,1.397228,1.359199,1.227405,1.100024,1.064959,1.237509,1.110862,1.222144,1.443385,1.083267,1.070938,0.978541,1.035345,1.076305,0.838875,1.174970,0.961032,0.868385,0.970517,1.094119,1.056029,0.866536,1.100427,1.008821,0.935419,0.916059,1.316618,1.351680,0.922010,0.000000,0.969646,0.938834,1.224963,0.974047,1.111575,0.958397,1.072394,0.825917,0.994703,0.887117,0.917880,1.191778,1.076255,1.113535,0.953369,0.987658,0.928535,0.924922,1.031867,0.887754
蓝/祝福__chunk001,1.021595,1.001435,0.970196,1.066589,1.010706,0.980915,0.953937,1.036817,0.945794,0.942512,0.998125,1.002208,1.276908,0.966278,1.094534,1.046473,1.203729,1.281368,0.914316,1.087195,0.721033,0.929102,1.212096,1.120953,1.098224,0.988706,1.007520,0.957948,1.088157,1.039997,0.942594,0.965952,1.220986,1.076539,1.133923,1.020678,1.043318,0.955023,1.113379,1.059566,1.126988,1.304072,1.067523,1.051642,0.874866,0.917699,0.683632,0.820817,0.960528,0.841646,0.985579,0.852839,0.876642,0.808647,0.800553,1.076612,0.900054,0.973053,0.929410,1.006447,1.009258,0.807429,0.969646,0.000000,0.912026,1.199322,1.002075,1.045465,0.928198,1.009821,1.046938,1.029155,0.973720,1.088900,0.968691,1.075158,0.900693,0.975992,0.887951,0.856880,0.791051,0.944351,0.837954
蓝/祝福__chunk002,1.108491,1.195243,1.151092,1.304256,1.153815,1.193473,0.985030,1.090480,1.009598,1.070961,1.244246,1.052710,1.269631,1.186266,1.266270,1.001525,1.396978,1.451757,1.070876,0.980819,1.075492,0.958371,1.217112,1.132805,1.073847,1.031714,0.967308,1.015208,1.098438,1.077938,1.152950,1.086845,1.144858,1.361857,1.220625,1.205947,1.106448,1.074630,1.242656,1.164462,1.213898,1.494697,1.077989,1.045531,0.975582,1.111537,1.067161,0.939472,1.017229,0.890510,1.003767,0.936446,1.024691,0.976882,0.926181,0.987898,0.843168,1.072936,0.872218,1.252785,1.148079,0.923993,0.938834,0.912026,0.000000,1.083288,0.984977,1.065971,0.811220,0.928772,1.055922,1.013155,1.071525,0.993058,1.249186,1.154586,1.108270,1.130898,0.930202,0.983782,0.988059,1.094624,0.857042
蓝/祝福__chunk003,1.247114,1.237234,1.329888,1.260950,1.218502,1.164204,1.131555,1.130900,1.240279,1.173394,1.293520,1.062918,1.430571,1.293405,1.191985,1.183452,1.471126,1.402442,1.233888,1.205848,1.240861,1.119164,1.012528,1.132710,1.226295,1.266305,1.130510,1.188941,1.134166,1.239319,1.096916,1.280649,1.305175,1.458921,1.382814,1.254231,1.118058,1.267861,1.339772,1.208469,1.156281,1.470140,1.136665,1.128275,1.107834,1.154443,1.208831,1.090374,1.116783,1.128597,1.146322,1.115449,1.044330,1.151073,1.085343,1.355001,1.060055,1.205670,1.099638,1.417626,1.215567,1.276036,1.224963,1.199322,1.083288,0.000000,1.197829,1.206694,1.045777,1.196173,1.244655,1.031722,1.206108,1.281442,1.374746,1.242812,1.269072,1.193384,1.172686,1.202850,1.188215,1.193922,1.109612
蓝/离婚__chunk001,1.237286,1.334891,1.254730,1.328111,1.193586,1.260893,0.921253,1.008664,1.014786,1.059918,1.273916,1.103620,1.252069,1.213651,1.190762,1.085275,1.245958,1.356310,1.268499,1.112042,1.161601,1.140349,1.318926,1.298839,0.795528,0.977597,0.999350,0.879784,1.060229,1.110084,0.964525,0.893516,1.019301,1.297540,1.288819,1.236052,1.161510,1.081172,1.136026,1.159948,1.151720,1.416339,0.963116,1.002744,1.119412,1.155199,1.127610,1.007702,1.156383,0.958762,0.920620,0.873687,0.899012,1.045595,0.865036,1.078064,0.964686,0.963505,0.926600,1.133947,1.079506,1.014375,0.974047,1.002075,0.984977,1.197829,0.000000,0.857753,0.869691,0.931527,1.081030,1.003985,0.880502,0.953281,1.137027,1.054620,1.060249,0.944100,0.949638,0.786471,1.019888,1.055829,0.813117
蓝/离婚__chunk002,1.278723,1.287403,1.305334,1.261786,1.228116,1.234563,0.944665,1.067567,1.155470,1.134978,1.131899,1.194098,1.254302,1.225635,1.209614,1.168295,1.317045,1.367090,1.248788,1.223497,1.153116,1.208579,1.385064,1.335570,1.054869,0.868491,1.039675,0.936184,1.041160,1.141273,1.074415,1.074644,1.060675,1.277429,1.348585,1.215885,1.135516,1.155713,1.301442,1.296275,1.219940,1.488082,1.076974,1.078050,1.121859,1.189914,1.112124,1.163760,1.257083,0.991362,1.013711,1.166395,1.099226,0.972890,1.034810,1.158018,1.041728,1.100828,1.105231,1.190237,1.137631,1.207775,1.111575,1.045465,1.065971,1.206694,0.857753,0.000000,0.973034,0.985229,0.983207,1.024862,1.071839,1.070818,1.121679,1.224936,1.232994,1.132543,1.200136,1.014956,1.103187,1.078561,1.009543
蓝/肥皂__chunk001,1.198743,1.173496,1.082673,1.188303,1.098972,1.107178,0.894927,0.968915,1.065466,1.046875,1.204073,1.035498,1.247633,1.083474,1.091323,1.046932,1.330728,1.311269,1.092507,1.100788,1.165117,1.124434,1.267042,1.131143,0.926567,0.945393,0.719698,0.857909,1.109732,1.116790,0.976022,1.056482,1.050970,1.344386,1.312477,1.216412,1.139706,1.117329,1.182126,1.129635,1.172945,1.423388,0.907871,1.023843,0.989391,1.066666,1.015372,0.938102,0.926997,0.771241,0.900540,0.978984,0.891524,0.945391,0.841082,1.060019,0.819885,1.039288,0.953116,1.123317,1.070178,0.989774,0.958397,0.928198,0.811220,1.045777,0.869691,0.973034,0.000000,0.844117,0.978616,0.883512,0.942075,1.062525,1.218855,1.139389,1.034263,0.966685,0.968693,0.912910,0.951744,0.962344,0.825888
蓝/肥皂__chunk002,1.275642,1.287275,1.237750,1.321201,1.207174,1.339026,0.893235,1.070150,1.154981,1.102066,1.223596,1.152957,1.207766,1.178886,1.228438,1.114257,1.402789,1.350489,1.214179,1.204475,1.183692,1.233734,1.410869,1.247915,0.936742,1.013593,0.935918,0.673568,1.126059,1.106387,1.022680,1.022628,1.124022,1.271439,1.338692,1.310460,1.240817,1.171093,1.305224,1.220914,1.288699,1.512435,1.038325,1.143951,1.064292,1.078428,1.143878,1.048192,1.099116,0.861659,0.898893,1.058300,0.898464,1.004370,0.947128,0.957866,0.877709,1.032463,0.948185,1.179998,1.191866,1.063252,1.072394,1.009821,0.928772,1.196173,0.931527,0.985229,0.844117,0.000000,1.039717,0.950100,0.986758,1.079274,1.151721,1.277011,1.142387,1.073194,0.957923,0.948117,1.073013,1.041689,0.839447
蓝/药__chunk001,1.338540,1.403021,1.417914,1.424386,1.249392,1.427625,1.048149,1.041416,1.090355,1.320763,1.415078,1.172831,1.351552,1.320077,1.354572,1.100245,1.439081,1.575686,1.301182,1.116133,1.249297,1.327918,1.495584,1.451692,1.096363,1.180698,1.216919,1.067689,0.788188,1.200101,0.903677,0.922520,1.019372,1.386718,1.324189,1.199458,1.113602,1.121653,1.304416,1.194804,1.153966,1.382590,1.140636,1.151076,1.128780,1.319563,1.144220,0.954357,1.266354,0.967483,0.788771,1.106376,1.176963,1.184557,0.861740,1.069156,1.147706,1.094316,0.865620,1.320054,1.282982,1.203819,0.825917,1.046938,1.055922,1.244655,1.081030,0.983207,0.978616,1.039717,0.000000,0.870939,0.811460,0.882392,1.220891,1.033058,1.025819,0.947889,0.977717,0.933365,0.952397,0.892054,0.928035
蓝/铸剑__chunk001,1.271521,1.261879,1.287054,1.328610,1.115816,1.222368,0.850128,0.883210,1.022565,1.063386,1.163196,1.019741,1.192715,1.164208,1.117863,0.971388,1.364183,1.447469,1.115458,1.038657,1.176150,1.288562,1.304738,1.145971,1.100525,1.176419,0.922222,0.995571,0.924347,1.218223,0.563117,0.904511,0.980190,1.223498,1.182791,1.137418,1.016218,1.049114,1.160373,1.012782,1.090954,1.360290,1.050717,1.000537,1.053237,1.188930,1.024786,0.873904,1.104052,0.804222,0.773843,1.008262,1.010618,1.022970,0.924247,1.111364,0.995074,1.021400,0.913355,1.252948,1.126874,1.163499,0.994703,1.029155,1.013155,1.031722,1.003985,1.024862,0.883512,0.950100,0.870939,0.000000,0.777746,0.941974,1.079266,1.061232,0.920221,0.936513,1.031108,0.954007,0.854810,0.929295,0.882330
蓝/铸剑__chunk002,1.226871,1.285015,1.210876,1.313804,1.072454,1.265722,0.924924,0.908326,0.920708,1.131384,1.207058,1.086999,1.305048,1.177114,1.178840,1.049601,1.275749,1.446790,1.206875,1.097677,1.148044,1.204381,1.290123,1.277956,0.972801,1.156688,1.056910,0.911987,0.945378,1.122363,0.762087,0.536939,0.924373,1.151251,1.153935,1.080124,1.028518,1.005036,1.188977,1.024642,1.047338,1.258054,0.914002,1.047082,1.037521,1.159760,1.042766,0.916188,1.146747,0.809149,0.788486,0.908898,1.041175,1.067720,0.887461,1.042100,1.049090,0.954044,0.846587,1.169848,1.191083,1.072480,0.887117,0.973720,1.071525,1.206108,0.880502,1.071839,0.942075,0.986758,0.811460,0.777746,0.000000,0.859178,0.980534,0.968402,0.900795,0.807232,0.895440,0.908355,0.838490,0.923060,0.872498
蓝/铸剑__chunk003,1.348283,1.402097,1.362599,1.384891,1.173644,1.431973,1.045136,1.079373,1.019340,1.309488,1.345012,1.106936,1.281478,1.320528,1.369951,1.082961,1.351185,1.511370,1.263703,1.018691,1.182354,1.247551,1.367795,1.407787,1.104816,1.221029,1.200072,1.104932,0.962544,1.137268,1.006722,0.899745,0.656276,1.416329,1.271676,1.233095,1.141508,1.159959,1.252008,1.127421,1.240121,1.396302,1.132213,1.095516,1.151458,1.254288,1.204481,1.009459,1.407516,1.047290,0.964668,0.987830,1.110990,1.225154,0.937137,1.075854,1.201562,1.138576,0.900009,1.250499,1.298060,1.031336,0.917880,1.088900,0.993058,1.281442,0.953281,1.070818,1.062525,1.079274,0.882392,0.941974,0.859178,0.000000,1.204639,1.092821,1.016951,1.062759,1.029209,0.944688,1.004582,1.065093,0.914401
蓝/阿Q正传__chunk001,1.128381,1.186381,1.218097,1.231898,1.059779,1.164988,1.013660,1.133297,0.967919,1.094912,1.023741,1.172028,1.271639,1.194510,1.288249,1.107618,1.226413,1.295904,1.165595,1.281725,1.041683,1.077646,1.276591,1.198900,1.068058,1.103863,1.071100,0.985712,1.151095,1.251444,1.030618,1.060702,1.210271,0.691744,0.889096,0.856739,0.958673,0.939592,0.987584,1.069244,1.042471,1.167669,1.118306,1.076672,1.093680,1.178201,1.090902,1.023753,1.217914,1.084975,1.179037,1.071451,1.016107,1.175338,1.058544,1.167010,1.200158,1.091003,1.037851,1.094926,1.195148,1.100192,1.191778,0.968691,1.249186,1.374746,1.137027,1.121679,1.218855,1.151721,1.220891,1.079266,0.980534,1.204639,0.000000,0.924972,0.900780,0.898221,0.870270,0.865207,0.858554,0.997660,0.990141
蓝/阿Q正传__chunk002,1.230620,1.249372,1.292043,1.364294,1.267398,1.296031,1.043716,1.103655,1.013436,1.255342,1.308733,1.130775,1.314717,1.324183,1.370283,1.125665,1.439716,1.529994,1.189839,1.218729,1.175709,1.211391,1.333560,1.246083,1.156324,1.259469,1.199588,1.190376,1.145001,1.361483,1.068266,1.091027,1.181284,1.021123,0.861020,0.945312,0.909415,0.947100,1.046206,0.973824,0.948342,1.200722,1.077537,1.132899,1.092343,1.184218,1.099402,1.088646,1.223823,1.012810,1.065300,1.055392,1.086563,1.232859,1.012772,1.141734,1.206393,1.080573,0.952831,1.285656,1.256315,1.100734,1.076255,1.075158,1.154586,1.242812,1.054620,1.224936,1.139389,1.277011,1.033058,1.061232,0.968402,1.092821,0.924972,0.000000,0.724016,0.837559,0.859256,0.952495,0.762461,0.874809,0.917804
蓝/阿Q正传__chunk003,1.201943,1.215538,1.265352,1.303144,1.120385,1.259462,0.968018,1.033234,0.896237,1.127432,1.169034,1.128043,1.315674,1.138267,1.178276,1.066580,1.459031,1.497591,1.125646,1.184632,1.020109,1.122752,1.315096,1.237206,1.083102,1.111266,1.102310,1.102479,1.080839,1.235005,0.950579,0.979948,1.179564,1.080835,0.953572,0.750385,0.903085,0.871889,0.977187,0.892774,0.950941,1.123269,1.033792,1.044690,1.046056,1.191498,1.063425,0.935639,1.269582,0.922945,1.008235,0.960077,1.086058,1.207018,0.907366,1.110394,1.095468,0.964196,0.903982,1.256523,1.142432,1.044227,1.113535,0.900693,1.108270,1.269072,1.060249,1.232994,1.034263,1.142387,1.025819,0.920221,0.900795,1.016951,0.900780,0.724016,0.000000,0.746088,0.807148,0.833353,0.739145,0.807316,0.870692
