,杨戴/伤逝__chunk001,杨戴/伤逝__chunk002,杨戴/伤逝__chunk003,杨戴/伤逝__chunk004,杨戴/在酒楼上__chunk001,杨戴/在酒楼上__chunk002,杨戴/奔月__chunk001,杨戴/奔月__chunk002,杨戴/孤独者__chunk001,杨戴/孤独者__chunk002,杨戴/孤独者__chunk003,杨戴/孤独者__chunk004,杨戴/幸福的家庭__chunk001,杨戴/故乡__chunk001,杨戴/故乡__chunk002,杨戴/明天__chunk001,杨戴/狂人日记__chunk001,杨戴/狂人日记__chunk002,杨戴/社戏__chunk001,杨戴/社戏__chunk002,杨戴/祝福__chunk001,杨戴/祝福__chunk002,杨戴/祝福__chunk003,杨戴/祝福__chunk004,杨戴/离婚__chunk001,杨戴/离婚__chunk002,杨戴/肥皂__chunk001,杨戴/肥皂__chunk002,杨戴/药__chunk001,杨戴/药__chunk002,杨戴/铸剑__chunk001,杨戴/铸剑__chunk002,杨戴/铸剑__chunk003,杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk003,杨戴/阿Q正传__chunk004,杨戴/阿Q正传__chunk005,杨戴/阿Q正传__chunk006,杨戴/阿Q正传__chunk007,杨戴/阿Q正传__chunk008,杨戴/阿Q正传__chunk009,杨戴/风波__chunk001,杨戴/风波__chunk002,蓝/伤逝__chunk001,蓝/伤逝__chunk002,蓝/伤逝__chunk003,蓝/在酒楼上__chunk001,蓝/在酒楼上__chunk002,蓝/奔月__chunk001,蓝/奔月__chunk002,蓝/孤独者__chunk001,蓝/孤独者__chunk002,蓝/孤独者__chunk003,蓝/孤独者__chunk004,蓝/幸福的家庭__chunk001,蓝/故乡__chunk001,蓝/故乡__chunk002,蓝/明天__chunk001,蓝/狂人日记__chunk001,蓝/狂人日记__chunk002,蓝/社戏__chunk001,蓝/社戏__chunk002,蓝/祝福__chunk001,蓝/祝福__chunk002,蓝/祝福__chunk003,蓝/离婚__chunk001,蓝/离婚__chunk002,蓝/肥皂__chunk001,蓝/肥皂__chunk002,蓝/药__chunk001,蓝/铸剑__chunk001,蓝/铸剑__chunk002,蓝/铸剑__chunk003,蓝/阿Q正传__chunk001,蓝/阿Q正传__chunk002,蓝/阿Q正传__chunk003,蓝/阿Q正传__chunk004,蓝/阿Q正传__chunk005,蓝/阿Q正传__chunk006,蓝/阿Q正传__chunk007,蓝/阿Q正传__chunk008,蓝/风波__chunk001
杨戴/阿Q正传__chunk007,1.203543,1.050646,1.210213,1.301200,1.012683,1.059512,0.963672,0.981694,0.887655,0.984393,1.060819,0.966317,1.222960,1.045925,0.957866,0.994713,1.294650,1.412349,1.047153,1.033097,1.096643,1.011425,1.020510,1.163342,1.084865,1.118093,1.072052,1.082027,1.050371,1.061370,1.025755,0.999617,1.097781,1.067408,0.939149,0.752967,0.806570,0.829534,0.833569,0.000000,0.842539,1.095420,0.870995,0.907701,1.188590,1.213821,1.179901,1.013191,1.245289,1.069095,1.033599,0.988664,1.094073,1.267485,0.957610,1.252301,1.113003,0.964797,0.999641,1.209228,1.297827,1.150077,1.110856,1.060694,1.164422,1.208436,1.159896,1.296260,1.129630,1.220893,1.194800,1.012786,1.024638,1.127397,1.069236,0.973792,0.892747,0.903300,0.865022,0.952301,0.723994,0.905088,0.959890
杨戴/阿Q正传__chunk008,1.179802,1.183780,1.187598,1.292284,1.012005,1.136076,0.952660,0.875644,0.980785,0.986665,1.180838,0.907353,1.346235,1.097913,1.076902,1.028222,1.254580,1.299917,1.069367,1.115414,1.041454,1.022742,1.135984,1.206180,1.051411,1.116457,1.115205,1.156347,1.001532,1.213291,1.021413,1.050315,1.120536,1.098693,0.935524,0.854758,0.851717,0.799652,0.962568,0.842539,0.000000,1.065090,0.933869,1.059429,1.219358,1.184081,1.179497,1.049829,1.209475,0.948029,0.946879,1.059341,1.039218,1.216612,1.049537,1.257187,1.194479,1.077751,1.049079,1.331490,1.272040,1.203437,1.222141,1.128089,1.213861,1.156251,1.151670,1.219928,1.172943,1.288680,1.153966,1.090953,1.047337,1.240101,1.042466,0.948312,0.950918,0.984901,0.909824,1.002127,0.865083,0.640229,1.061591
杨戴/阿Q正传__chunk009,1.329323,1.300112,1.335951,1.404444,1.025045,1.192996,1.261075,1.134688,1.144019,1.287082,1.273335,1.182915,1.489934,1.295933,1.233008,1.218702,1.289471,1.469879,1.290832,1.359204,1.170918,1.254720,1.409870,1.309494,1.218297,1.389748,1.295499,1.298792,1.225942,1.334748,1.174538,1.255127,1.356441,1.285965,1.049971,1.053971,1.183953,1.066893,1.181077,1.095420,1.065090,0.000000,1.285881,1.340717,1.355048,1.346329,1.343089,1.315368,1.418145,1.252922,1.203522,1.235298,1.367077,1.460656,1.223099,1.561706,1.389200,1.274848,1.255404,1.412196,1.501304,1.348964,1.443374,1.305229,1.494651,1.470103,1.416282,1.488062,1.423380,1.512409,1.382581,1.360289,1.258045,1.396274,1.167655,1.200684,1.123237,1.260728,1.125565,1.197209,1.031356,1.078698,1.300909
杨戴/风波__chunk001,1.117262,1.122828,1.059532,1.140303,1.014838,1.085979,0.797131,0.964045,0.958383,1.011281,1.177618,1.001102,1.268658,0.855087,1.059603,0.849433,1.214522,1.385677,1.134849,0.977289,1.050293,0.921234,1.084770,1.097801,0.786201,0.874192,1.002560,0.873111,1.031138,0.978476,0.947844,1.010656,0.979951,1.171163,1.148415,0.956624,0.977281,0.915695,0.993906,0.870995,0.933869,1.285881,0.000000,0.756023,1.136185,1.130949,1.151486,1.045433,1.215645,0.889370,1.107541,0.962841,1.089231,1.210198,0.985772,1.174363,0.964872,1.058602,0.951865,1.225867,1.238891,1.089972,1.083259,1.068658,1.077968,1.136651,0.963084,1.076976,0.907861,1.038323,1.140625,1.050698,0.913995,1.132210,1.118302,1.077525,1.033785,1.038339,0.879855,0.977174,1.021558,0.975534,0.676982
杨戴/风波__chunk002,1.257293,1.177327,1.260385,1.190769,1.148566,1.201788,0.903541,0.964928,1.039179,1.084636,1.280030,1.006440,1.233927,1.191433,1.115019,0.999969,1.328873,1.426927,1.205543,0.998832,1.151965,1.073822,1.135287,1.232994,0.866501,1.003729,0.962498,1.003402,1.050610,1.061158,0.968564,1.155210,1.066628,1.262991,1.255779,1.022725,1.051697,0.932051,1.019563,0.907701,1.059429,1.340717,0.756023,0.000000,1.206731,1.169995,1.160643,1.013286,1.187409,0.937898,1.050943,0.957329,1.042918,1.242979,0.946409,1.073398,1.010582,0.975467,0.905700,1.140187,1.099897,1.103272,1.070931,1.052812,1.045509,1.128259,1.002710,1.078052,1.023834,1.143947,1.151067,1.000520,1.047077,1.095512,1.076671,1.132885,1.044683,0.994857,0.952198,0.977358,1.018702,1.014783,0.854846
蓝/伤逝__chunk001,0.854005,0.993955,0.955729,1.032408,1.001570,1.065328,0.941634,1.060765,1.069862,1.131691,1.116244,1.104467,1.456244,1.136544,1.203236,1.085548,1.247595,1.370941,0.983499,1.110281,0.874250,1.080626,1.194903,1.156539,1.154392,1.079947,1.045562,1.002692,1.128544,1.179850,1.074256,1.135964,1.203915,1.125862,1.167639,1.124035,1.052394,1.159872,1.222710,1.188590,1.219358,1.355048,1.136185,1.206731,0.000000,0.734441,0.759566,0.825886,1.046766,0.899757,0.987171,1.095880,1.040450,0.964426,1.006082,1.200415,0.904814,1.066077,0.951785,1.160877,1.084181,0.916379,0.978536,0.875887,0.975543,1.107803,1.119359,1.121844,0.989389,1.064271,1.128777,1.053238,1.037517,1.151436,1.093671,1.092313,1.046030,1.054067,1.062318,0.963310,0.999670,1.067537,0.963892
蓝/伤逝__chunk002,0.992664,0.859382,0.881547,0.847429,1.005505,0.968402,0.970232,1.160844,1.107375,1.067478,1.000097,0.948749,1.385334,1.101740,1.201403,1.037816,1.297633,1.342297,0.857458,1.064731,0.882274,1.127248,1.210857,1.198856,1.036515,1.160525,1.010360,0.991541,1.192578,1.287307,1.128891,1.188564,1.301204,1.173772,1.306499,1.240299,1.195994,1.130767,1.110171,1.213821,1.184081,1.346329,1.130949,1.169995,0.734441,0.000000,0.886984,0.957359,0.938535,0.898593,1.065996,1.063887,0.899823,0.835946,0.973836,1.190021,0.936475,0.990728,0.993724,1.201049,1.100296,0.867791,1.035346,0.918748,1.111504,1.154419,1.155154,1.189907,1.066670,1.078415,1.319567,1.188925,1.159763,1.254274,1.178200,1.184194,1.191479,1.201158,1.080511,1.035365,1.043704,1.100307,1.088258
蓝/伤逝__chunk003,1.031027,1.000822,0.900048,0.861750,0.907968,0.953271,1.023995,1.173354,1.036703,1.013554,1.078436,1.051420,1.413100,1.089700,1.173440,1.027648,1.157884,1.304835,0.981380,1.212722,0.844934,1.026294,1.255634,1.158474,1.134425,1.149455,1.054486,1.048268,1.183572,1.143210,1.069613,1.128983,1.250523,1.247492,1.286824,1.194397,1.102651,1.069425,1.222288,1.179901,1.179497,1.343089,1.151486,1.160643,0.759566,0.886984,0.000000,0.973980,0.984828,0.891820,1.044231,1.109763,1.054353,0.950568,0.963493,1.197772,1.005490,1.063775,0.964359,1.021389,1.099912,0.930824,1.076299,0.684715,1.067122,1.208800,1.127558,1.112110,1.015370,1.143857,1.144216,1.024790,1.042761,1.204459,1.090894,1.099371,1.063399,1.112507,1.111489,1.001117,1.021330,1.073290,0.937852
蓝/在酒楼上__chunk001,1.004821,1.027383,1.097267,1.132018,0.815536,1.037708,0.866351,1.002852,0.974852,0.995718,1.006551,1.051397,1.334853,1.090891,1.090869,0.946361,1.280993,1.385700,0.886417,0.903613,0.987707,1.063970,1.183687,1.211907,1.023476,1.137115,0.981049,0.973329,1.017392,1.065678,0.871648,0.921547,1.048882,1.179619,1.227065,1.083129,0.933808,0.909653,1.097416,1.013191,1.049829,1.315368,1.045433,1.013286,0.825886,0.957359,0.973980,0.000000,0.882448,0.828404,0.855002,0.908288,0.856461,0.909202,0.803351,1.056408,0.876775,0.898654,0.793455,1.051760,1.132796,0.851301,0.838859,0.821912,0.939421,1.090331,1.007638,1.163734,0.938089,1.048160,0.954342,0.873898,0.916173,1.009425,1.023734,1.088605,0.935602,0.844155,0.908048,0.867844,0.823329,0.983842,0.871398
蓝/在酒楼上__chunk002,1.094128,1.085991,1.080694,1.106861,1.147152,0.966961,1.038627,1.149258,1.158936,1.085158,1.116337,1.085486,1.559272,1.160005,1.187277,1.135010,1.367621,1.414472,1.066217,1.214290,1.111653,1.178497,1.314422,1.232010,1.072728,1.186442,0.938745,1.031669,1.183869,1.258859,1.121211,1.166520,1.249550,1.325506,1.360759,1.312097,1.209336,1.245847,1.282805,1.245289,1.209475,1.418145,1.215645,1.187409,1.046766,0.938535,0.984828,0.882448,0.000000,0.997210,1.147843,1.068309,0.922148,0.845516,0.991946,1.425067,0.859787,1.098027,1.072774,1.215503,1.229503,1.172259,1.174961,0.961822,1.017186,1.116748,1.156330,1.257066,0.926991,1.099093,1.266349,1.104054,1.146741,1.407492,1.217904,1.223789,1.269553,1.190499,1.187309,1.102506,1.068160,1.106066,1.133986
蓝/奔月__chunk001,1.124863,1.174937,1.039696,1.023482,0.950842,1.089696,0.620186,0.831683,0.964552,1.017183,1.075631,0.971202,1.191308,1.061288,1.058956,0.860602,1.272853,1.335470,1.043127,1.057026,1.035477,1.074822,1.202878,1.125066,0.913409,1.019072,0.836693,0.774638,1.038171,1.108211,0.839475,0.904747,1.064915,1.171150,1.212340,1.083883,1.003263,1.013344,1.124763,1.069095,0.948029,1.252922,0.889370,0.937898,0.899757,0.898593,0.891820,0.828404,0.997210,0.000000,0.740039,0.926614,0.868418,0.852074,0.849694,0.878114,0.879025,0.888595,0.824815,1.142227,1.028917,0.951501,0.961026,0.842612,0.890471,1.128567,0.958711,0.991349,0.771238,0.861640,0.967482,0.804222,0.809147,1.047269,1.084968,1.012779,0.922919,0.937525,0.930369,0.897714,0.852216,0.833453,0.737172
蓝/奔月__chunk002,1.241275,1.261075,1.233890,1.254526,1.038555,1.244364,0.840304,0.651518,1.032311,1.065821,1.204344,1.021116,1.346986,1.230771,1.082207,1.063964,1.352263,1.467175,1.158681,0.980796,1.102246,1.113528,1.202689,1.187732,1.062068,1.069914,0.994869,0.975401,0.915048,1.064981,0.813694,0.866548,1.024519,1.341748,1.206516,1.146843,0.953203,1.046613,1.147897,1.033599,0.946879,1.203522,1.107541,1.050943,0.987171,1.065996,1.044231,0.855002,1.147843,0.740039,0.000000,0.995274,1.004590,1.033892,0.863298,1.059617,0.937392,0.932050,0.816526,1.259545,1.198904,1.063015,0.868387,0.986586,1.003736,1.146298,0.920575,1.013703,0.900540,0.898881,0.788772,0.773836,0.788490,0.964654,1.179037,1.065276,1.008217,0.941031,0.940687,0.937107,0.912191,0.787600,0.925194
蓝/孤独者__chunk001,1.156456,1.156150,1.190041,1.238118,1.109023,1.235638,0.902179,0.973937,0.727248,0.992312,1.202296,0.856358,1.235392,1.027721,1.190229,1.071831,1.271861,1.347314,1.006303,1.047043,0.917714,1.066982,1.146229,1.268445,0.917825,1.092842,1.056976,1.033798,1.065893,1.220954,0.986158,0.944379,1.085192,1.105790,1.073937,0.988627,0.984677,0.951295,1.032054,0.988664,1.059341,1.235298,0.962841,0.957329,1.095880,1.063887,1.109763,0.908288,1.068309,0.926614,0.995274,0.000000,0.872692,1.013771,0.693141,1.102568,0.914623,0.994291,0.926898,1.138586,1.185619,0.811286,0.970513,0.854018,0.936425,1.115437,0.873655,1.166401,0.978979,1.058299,1.106369,1.008248,0.908891,0.987826,1.071451,1.055381,0.960070,0.951140,0.810451,0.788995,0.877987,1.016474,0.936405
蓝/孤独者__chunk002,1.080510,1.077328,1.070897,1.122767,1.008338,1.089564,0.905111,1.032482,0.969580,0.824728,1.072303,0.868365,1.203124,1.067126,1.060857,1.107895,1.153860,1.189057,0.971215,1.133607,0.990377,1.042823,1.103882,1.139902,0.997987,1.005833,0.972625,0.894028,1.048390,1.070062,1.031070,1.068562,1.126667,1.160598,1.272135,1.185408,1.099879,1.031397,1.074904,1.094073,1.039218,1.367077,1.089231,1.042918,1.040450,0.899823,1.054353,0.856461,0.922148,0.868418,1.004590,0.872692,0.000000,0.810937,0.806277,1.073465,0.812276,0.929086,1.009549,1.048973,0.994739,0.928619,1.094110,0.877817,1.024672,1.044319,0.898980,1.099229,0.891515,0.898463,1.176954,1.010602,1.041167,1.110988,1.016102,1.086551,1.086052,1.031056,0.917809,0.822560,0.914162,0.973119,0.922106
蓝/孤独者__chunk003,1.215224,1.044610,0.969705,1.046936,1.108887,1.052899,0.997215,1.089775,1.051102,1.000238,0.821298,1.099598,1.330589,1.116677,1.087808,1.140858,1.320538,1.347530,0.993461,1.144053,0.942224,1.111983,1.259937,1.261800,1.082271,1.058384,1.051367,0.953067,1.172126,1.263637,1.043605,1.077066,1.231948,1.214607,1.391780,1.326447,1.190329,1.184315,1.300961,1.267485,1.216612,1.460656,1.210198,1.242979,0.964426,0.835946,0.950568,0.909202,0.845516,0.852074,1.033892,1.013771,0.810937,0.000000,0.941705,1.228411,0.884846,1.020788,1.038380,1.234175,1.100084,0.937287,1.056028,0.809751,0.976855,1.151056,1.045556,0.972889,0.945390,1.004364,1.184557,1.022961,1.067722,1.225145,1.175343,1.232841,1.207004,1.093780,1.161703,1.054675,1.004657,1.139668,0.991644
蓝/孤独者__chunk004,1.149676,1.156531,1.157890,1.179121,0.965972,1.204757,0.880824,0.917581,0.838870,1.088231,1.136199,0.749710,1.212120,1.074063,1.096116,0.976145,1.241557,1.342807,0.962186,0.972839,0.925707,1.060874,1.216246,1.315083,1.008095,1.013700,0.954842,0.995845,0.959154,1.085284,0.883000,0.942063,1.039529,1.212545,1.137820,1.048066,1.004371,1.006286,1.070480,0.957610,1.049537,1.223099,0.985772,0.946409,1.006082,0.973836,0.963493,0.803351,0.991946,0.849694,0.863298,0.693141,0.806277,0.941705,0.000000,1.031774,0.842519,0.868089,0.815435,1.104403,1.103295,0.827411,0.866534,0.801819,0.926153,1.085323,0.864996,1.034807,0.841079,0.947120,0.861737,0.924236,0.887461,0.937127,1.058547,1.012752,0.907352,0.828066,0.791716,0.781273,0.818548,0.843845,0.862312
蓝/幸福的家庭__chunk001,1.295410,1.277653,1.260634,1.361161,1.214912,1.429326,0.997539,1.092181,1.091897,1.211149,1.316735,1.185048,0.780235,1.356115,1.320589,1.131760,1.398959,1.399437,1.192342,1.236771,1.204126,1.273024,1.384073,1.409849,1.102939,1.153947,1.120844,0.967718,1.148877,1.258495,1.087685,1.124153,1.131813,1.263550,1.295553,1.217680,1.150439,1.177009,1.234136,1.252301,1.257187,1.561706,1.174363,1.073398,1.200415,1.190021,1.197772,1.056408,1.425067,0.878114,1.059617,1.102568,1.073465,1.228411,1.031774,0.000000,1.205277,1.087878,0.992082,1.212868,1.164562,1.068849,1.100401,1.075024,0.987896,1.355005,1.078049,1.158002,1.059991,0.957856,1.069130,1.111330,1.042076,1.075846,1.166990,1.141735,1.110391,1.174799,0.936993,0.966458,1.060127,1.135572,1.012528
蓝/故乡__chunk001,1.058889,1.069774,1.167348,1.096628,1.074349,1.089068,0.828348,0.957511,1.005705,0.927751,1.119167,0.970850,1.447260,0.902888,1.006758,1.083272,1.210033,1.231044,1.045587,1.020592,1.007338,1.053364,1.320918,1.257449,1.003803,0.989126,0.895326,0.909246,1.013780,1.104028,0.983938,1.077000,1.189283,1.308025,1.286971,1.202290,1.190983,1.057730,1.174792,1.113003,1.194479,1.389200,0.964872,1.010582,0.904814,0.936475,1.005490,0.876775,0.859787,0.879025,0.937392,0.914623,0.812276,0.884846,0.842519,1.205277,0.000000,0.916152,1.004415,1.111057,0.972238,0.931509,1.008813,0.901230,0.843148,1.060044,0.964654,1.041731,0.819874,0.877709,1.147697,0.995055,1.049084,1.201561,1.200156,1.206382,1.095462,1.100736,1.034849,0.895755,1.053813,0.996781,0.865605
蓝/故乡__chunk002,1.128575,1.062319,1.151885,1.237800,1.152241,1.125299,0.907487,0.997171,0.988723,1.077437,1.190363,0.956419,1.311161,1.094937,0.910120,1.068498,1.287567,1.310416,1.093241,0.976575,1.049779,1.136486,1.296578,1.273801,0.999503,1.067729,1.031880,0.935656,1.020286,1.172343,0.991829,1.007943,1.224456,1.248921,1.164971,1.092569,1.038758,1.037157,1.032912,0.964797,1.077751,1.274848,1.058602,0.975467,1.066077,0.990728,1.063775,0.898654,1.098027,0.888595,0.932050,0.994291,0.929086,1.020788,0.868089,1.087878,0.916152,0.000000,1.041516,1.199465,1.095082,1.017623,0.935417,0.974050,1.072909,1.205651,0.963465,1.100826,1.039285,1.032455,1.094312,1.021388,0.954043,1.138567,1.091005,1.080554,0.964182,1.005556,0.952267,0.856589,0.903702,1.040499,0.924893
蓝/明天__chunk001,1.153231,1.117565,1.143560,1.176542,1.031884,1.134536,0.930767,1.008680,0.995056,1.093770,1.253262,1.051589,1.262653,1.184314,1.230558,0.788857,1.440497,1.551964,1.098740,0.975768,1.082727,1.019549,1.153419,1.193839,1.078686,1.116376,1.052432,0.936173,1.021893,0.961282,0.915960,0.974998,1.038683,1.260477,1.211767,1.107922,1.065108,0.970672,1.169035,0.999641,1.049079,1.255404,0.951865,0.905700,0.951785,0.993724,0.964359,0.793455,1.072774,0.824815,0.816526,0.926898,1.009549,1.038380,0.815435,0.992082,1.004415,1.041516,0.000000,1.225275,1.234757,0.926619,0.916050,0.930347,0.872195,1.099624,0.926565,1.105234,0.953107,0.948180,0.865610,0.913339,0.846581,0.900003,1.037847,0.952817,0.903972,0.780575,0.849454,0.835300,0.858932,0.886816,0.790882
蓝/狂人日记__chunk001,1.206721,1.250748,1.204806,1.190939,1.170750,1.190922,1.138300,1.324880,1.143081,1.106970,1.114429,1.102959,1.243485,1.146494,1.261938,1.258135,0.840413,1.080726,1.103239,1.350411,1.089700,1.186910,1.166720,1.268886,1.124943,1.175963,1.193400,1.074898,1.247444,1.247440,1.288107,1.178815,1.199968,1.215845,1.266285,1.201636,1.252679,1.132267,1.070956,1.209228,1.331490,1.412196,1.225867,1.140187,1.160877,1.201049,1.021389,1.051760,1.215503,1.142227,1.259545,1.138586,1.048973,1.234175,1.104403,1.212868,1.111057,1.199465,1.225275,0.000000,1.043729,1.056069,1.316604,1.007477,1.252738,1.417586,1.133885,1.190213,1.123306,1.179968,1.320042,1.252944,1.169835,1.250467,1.094909,1.285617,1.256489,1.274546,1.069193,1.088828,1.187465,1.244122,1.125593
蓝/狂人日记__chunk002,1.216401,1.279128,1.277812,1.242820,1.253163,1.206236,1.099349,1.194306,1.038524,1.087521,1.152793,1.071019,1.418834,1.201992,1.148966,1.230488,1.153773,0.929548,1.194240,1.332774,1.079764,1.210991,1.309193,1.364242,1.028557,1.007312,1.013461,1.075728,1.268860,1.221473,1.206719,1.277927,1.260635,1.290142,1.387105,1.183740,1.321466,1.227844,1.210845,1.297827,1.272040,1.501304,1.238891,1.099897,1.084181,1.100296,1.099912,1.132796,1.229503,1.028917,1.198904,1.185619,0.994739,1.100084,1.103295,1.164562,0.972238,1.095082,1.234757,1.043729,0.000000,1.101691,1.351663,1.007777,1.148069,1.215566,1.079483,1.137623,1.070159,1.191865,1.282964,1.126846,1.191068,1.298062,1.195135,1.256314,1.142434,1.310143,1.208028,1.057129,1.183420,1.249106,1.068529
蓝/社戏__chunk001,1.054551,1.085361,0.936726,1.198169,1.003336,1.227678,0.966501,1.056387,0.922841,1.102145,1.071305,1.012821,1.245157,1.105638,1.259027,1.173734,1.198272,1.350329,0.736206,0.957482,1.001246,1.141092,1.249716,1.291757,1.044432,1.139761,1.161403,1.028547,1.152563,1.264539,1.092613,1.060704,1.172316,1.177492,1.245251,1.226408,1.087415,1.054729,1.171767,1.150077,1.203437,1.348964,1.089972,1.103272,0.916379,0.867791,0.930824,0.851301,1.172259,0.951501,1.063015,0.811286,0.928619,0.937287,0.827411,1.068849,0.931509,1.017623,0.926619,1.056069,1.101691,0.000000,0.922003,0.808544,0.923952,1.276003,1.014323,1.207760,0.989771,1.063230,1.203815,1.163502,1.072474,1.031313,1.100182,1.100701,1.044199,1.008075,0.849103,0.858276,0.938551,1.028349,0.885483
蓝/社戏__chunk002,1.241426,1.203841,1.272828,1.331517,1.173198,1.302165,1.021252,1.100683,1.052611,1.231573,1.340033,1.201094,1.448013,1.265877,1.239875,1.149612,1.490609,1.663639,1.164966,0.857804,1.244690,1.221381,1.359513,1.374119,1.133339,1.164950,1.194573,1.048611,1.066357,1.169949,0.997166,0.907083,1.052700,1.397227,1.359199,1.227409,1.100022,1.064955,1.237497,1.110856,1.222141,1.443374,1.083259,1.070931,0.978536,1.035346,1.076299,0.838859,1.174961,0.961026,0.868387,0.970513,1.094110,1.056028,0.866534,1.100401,1.008813,0.935417,0.916050,1.316604,1.351663,0.922003,0.000000,0.970620,0.938802,1.224940,0.974003,1.111568,0.958399,1.072381,0.825918,0.994696,0.887120,0.917866,1.191778,1.076231,1.113516,0.953367,0.987653,0.928529,0.924922,1.031860,0.887737
蓝/祝福__chunk001,1.022738,1.002450,0.971285,1.067740,1.011734,0.982085,0.954958,1.037960,0.946860,0.943675,0.999275,1.003424,1.277994,0.967365,1.095668,1.044778,1.204923,1.282613,0.915719,1.088341,0.722117,0.927562,1.213234,1.119505,1.096448,0.989796,1.008545,0.958822,1.089223,1.038399,0.943499,0.966953,1.222047,1.077557,1.135107,1.021744,1.044460,0.956138,1.114420,1.060694,1.128089,1.305229,1.068658,1.052812,0.875887,0.918748,0.684715,0.821912,0.961822,0.842612,0.986586,0.854018,0.877817,0.809751,0.801819,1.075024,0.901230,0.974050,0.930347,1.007477,1.007777,0.808544,0.970620,0.000000,0.910499,1.197821,1.000487,1.046644,0.929235,1.010447,1.047843,1.030177,0.974583,1.087191,0.969723,1.073584,0.899138,0.977122,0.888856,0.857800,0.792115,0.945459,0.836291
蓝/祝福__chunk002,1.108454,1.195210,1.151057,1.304220,1.153766,1.193428,0.984989,1.090451,1.009579,1.070931,1.244201,1.052671,1.269590,1.186222,1.266223,1.001517,1.396938,1.451708,1.070832,0.980788,1.075471,0.958360,1.217088,1.132806,1.073839,1.031695,0.967267,1.015179,1.098406,1.077930,1.152916,1.086816,1.144841,1.361821,1.220589,1.205916,1.106422,1.074606,1.242609,1.164422,1.213861,1.494651,1.077968,1.045509,0.975543,1.111504,1.067122,0.939421,1.017186,0.890471,1.003736,0.936425,1.024672,0.976855,0.926153,0.987896,0.843148,1.072909,0.872195,1.252738,1.148069,0.923952,0.938802,0.910499,0.000000,1.083283,0.984968,1.065950,0.811186,0.928756,1.055888,1.013113,1.071496,0.993045,1.249158,1.154581,1.108259,1.130863,0.930178,0.983759,0.988026,1.094584,0.857029
蓝/祝福__chunk003,1.247084,1.237210,1.329860,1.260922,1.218460,1.164167,1.131522,1.130876,1.240268,1.173371,1.293483,1.062888,1.430539,1.293369,1.191946,1.183437,1.471092,1.402402,1.233851,1.205825,1.240848,1.119161,1.012511,1.132708,1.226292,1.266291,1.130476,1.188918,1.134141,1.239318,1.096888,1.280626,1.305164,1.458894,1.382784,1.254207,1.118037,1.267844,1.339733,1.208436,1.156251,1.470103,1.136651,1.128259,1.107803,1.154419,1.208800,1.090331,1.116748,1.128567,1.146298,1.115437,1.044319,1.151056,1.085323,1.355005,1.060044,1.205651,1.099624,1.417586,1.215566,1.276003,1.224940,1.197821,1.083283,0.000000,1.197811,1.206681,1.045752,1.196164,1.244629,1.031689,1.206085,1.281435,1.374727,1.242816,1.269069,1.193356,1.172669,1.202835,1.188190,1.193891,1.109607
