,杨戴/伤逝__chunk001,杨戴/伤逝__chunk002,杨戴/伤逝__chunk003,杨戴/伤逝__chunk004,杨戴/在酒楼上__chunk001,杨戴/在酒楼上__chunk002,杨戴/奔月__chunk001,杨戴/奔月__chunk002,杨戴/孤独者__chunk001,杨戴/孤独者__chunk002,杨戴/孤独者__chunk003,杨戴/孤独者__chunk004,杨戴/幸福的家庭__chunk001,杨戴/故乡__chunk001,杨戴/故乡__chunk002,杨戴/明天__chunk001,杨戴/狂人日记__chunk001,杨戴/狂人日记__chunk002,杨戴/社戏__chunk001,杨戴/社戏__chunk002,杨戴/祝福__chunk001,杨戴/祝福__chunk002,杨戴/祝福__chunk003,杨戴/祝福__chunk004,杨戴/离婚__chunk001,杨戴/离婚__chunk002,杨戴/肥皂__chunk001,杨戴/肥皂__chunk002,杨戴/药__chunk001,杨戴/药__chunk002,杨戴/铸剑__chunk001,杨戴/铸剑__chunk002,杨戴/铸剑__chunk003,杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk003,杨戴/阿Q正传__chunk004,杨戴/阿Q正传__chunk005,杨戴/阿Q正传__chunk006,杨戴/阿Q正传__chunk007,杨戴/阿Q正传__chunk008,杨戴/阿Q正传__chunk009,杨戴/风波__chunk001,杨戴/风波__chunk002,蓝/伤逝__chunk001,蓝/伤逝__chunk002,蓝/伤逝__chunk003,蓝/在酒楼上__chunk001,蓝/在酒楼上__chunk002,蓝/奔月__chunk001,蓝/奔月__chunk002,蓝/孤独者__chunk001,蓝/孤独者__chunk002,蓝/孤独者__chunk003,蓝/孤独者__chunk004,蓝/幸福的家庭__chunk001,蓝/故乡__chunk001,蓝/故乡__chunk002,蓝/明天__chunk001,蓝/狂人日记__chunk001,蓝/狂人日记__chunk002,蓝/社戏__chunk001,蓝/社戏__chunk002,蓝/祝福__chunk001,蓝/祝福__chunk002,蓝/祝福__chunk003,蓝/离婚__chunk001,蓝/离婚__chunk002,蓝/肥皂__chunk001,蓝/肥皂__chunk002,蓝/药__chunk001,蓝/铸剑__chunk001,蓝/铸剑__chunk002,蓝/铸剑__chunk003,蓝/阿Q正传__chunk001,蓝/阿Q正传__chunk002,蓝/阿Q正传__chunk003,蓝/阿Q正传__chunk004,蓝/阿Q正传__chunk005,蓝/阿Q正传__chunk006,蓝/阿Q正传__chunk007,蓝/阿Q正传__chunk008,蓝/风波__chunk001
杨戴/孤独者__chunk003,1.137498,1.058412,1.008071,1.082839,0.886714,0.916669,1.062419,1.157765,0.976647,0.941624,0.000000,1.015202,1.199164,1.077514,1.049777,1.096658,1.140245,1.160731,0.861150,1.252751,0.884517,1.043792,1.192767,1.250872,1.117647,1.086251,1.002382,1.075186,1.201413,1.300977,1.173899,1.145328,1.246252,0.992201,1.101175,1.112519,1.104357,1.146167,1.037462,1.060819,1.180838,1.273335,1.177618,1.280030,1.116244,1.000097,1.078436,1.006551,1.116337,1.075631,1.204344,1.202296,1.072303,0.821298,1.136199,1.316735,1.119167,1.190363,1.253262,1.114429,1.152793,1.071305,1.340033,0.999275,1.244201,1.293483,1.273858,1.131878,1.204065,1.223571,1.415069,1.163194,1.207049,1.344985,1.023728,1.308696,1.169003,1.193232,1.183680,1.196370,1.082608,1.233417,1.149979
杨戴/孤独者__chunk004,1.041681,1.049841,1.015089,0.985479,0.917745,1.038183,0.920423,0.927734,0.815180,0.964499,1.015202,0.000000,1.166522,0.885982,0.985815,0.949228,1.094334,1.164205,0.853413,0.967795,0.858918,0.955096,1.057068,1.240946,1.022050,1.021002,0.990559,1.064085,0.990972,1.133362,1.057068,1.106119,1.103194,1.167323,1.047399,1.009742,0.956945,0.976447,0.907757,0.966317,0.907353,1.182915,1.001102,1.006440,1.104467,0.948749,1.051420,1.051397,1.085486,0.971202,1.021116,0.856358,0.868365,1.099598,0.749710,1.185048,0.970850,0.956419,1.051589,1.102959,1.071019,1.012821,1.201094,1.003424,1.052671,1.062888,1.103572,1.194086,1.035497,1.152938,1.172830,1.019740,1.086999,1.106916,1.172022,1.130745,1.128018,1.142046,0.986663,0.984869,0.976998,0.953127,1.105892
杨戴/幸福的家庭__chunk001,1.338642,1.378323,1.426360,1.421812,1.316585,1.422883,1.135537,1.262784,1.258488,1.334182,1.199164,1.166522,0.000000,1.381462,1.321533,1.265973,1.424793,1.324784,1.280495,1.341983,1.232334,1.370194,1.425444,1.466914,1.242533,1.304405,1.190603,1.045209,1.270780,1.395420,1.233674,1.339483,1.277877,1.156982,1.222419,1.249681,1.255031,1.386699,1.281747,1.222960,1.346235,1.489934,1.268658,1.233927,1.456244,1.385334,1.413100,1.334853,1.559272,1.191308,1.346986,1.235392,1.203124,1.330589,1.212120,0.780235,1.447260,1.311161,1.262653,1.243485,1.418834,1.245157,1.448013,1.277994,1.269590,1.430539,1.252016,1.254286,1.247628,1.207743,1.351548,1.192720,1.305043,1.281455,1.271630,1.314685,1.315648,1.384343,1.179210,1.290591,1.203679,1.318857,1.225279
杨戴/故乡__chunk001,1.010987,0.882303,0.954531,1.018194,0.939343,0.991486,0.954898,1.088309,0.957395,0.825265,1.077514,0.885982,1.381462,0.000000,0.896047,0.981082,1.073996,1.157291,0.973799,0.963303,0.881301,0.892656,1.118046,1.160605,1.015566,1.007382,1.119973,1.036717,1.129155,1.139199,1.045415,1.197260,1.177856,1.202634,1.181140,1.044159,1.145690,0.954970,1.065956,1.045925,1.097913,1.295933,0.855087,1.191433,1.136544,1.101740,1.089700,1.090891,1.160005,1.061288,1.230771,1.027721,1.067126,1.116677,1.074063,1.356115,0.902888,1.094937,1.184314,1.146494,1.201992,1.105638,1.265877,0.967365,1.186222,1.293369,1.213596,1.225617,1.083467,1.178861,1.320070,1.164207,1.177107,1.320503,1.194498,1.324149,1.138236,1.331813,1.069547,1.091407,1.193467,1.100396,1.091711
杨戴/故乡__chunk002,1.277745,1.073170,1.135934,1.130146,1.039107,0.955935,0.988330,0.987751,1.084610,0.982670,1.049777,0.985815,1.321533,0.896047,0.000000,1.137511,1.136750,1.071737,1.071493,1.089669,0.954391,0.934824,1.077976,1.229318,1.081509,1.076576,1.068594,1.029092,1.166248,1.180526,1.045003,1.184729,1.301457,1.314591,1.314147,1.093797,1.076760,1.144937,1.056767,0.957866,1.076902,1.233008,1.059603,1.115019,1.203236,1.201403,1.173440,1.090869,1.187277,1.058956,1.082207,1.190229,1.060857,1.087808,1.096116,1.320589,1.006758,0.910120,1.230558,1.261938,1.148966,1.259027,1.239875,1.095668,1.266223,1.191946,1.190704,1.209592,1.091314,1.228411,1.354562,1.117859,1.178830,1.369924,1.288235,1.370245,1.178243,1.268308,1.162496,1.096024,1.104508,1.145235,1.194760
杨戴/明天__chunk001,0.972807,1.046859,1.032553,0.995383,0.832438,1.007810,0.912856,1.017426,0.943379,1.093068,1.096658,0.949228,1.265973,0.981082,1.137511,0.000000,1.320059,1.501868,1.108993,0.966567,0.985862,1.022281,1.010088,1.081368,0.938337,1.078276,0.953256,1.000441,0.993144,0.974651,0.981460,1.011339,0.970927,1.208820,1.205306,1.019114,1.039567,0.934277,0.980426,0.994713,1.028222,1.218702,0.849433,0.999969,1.085548,1.037816,1.027648,0.946361,1.135010,0.860602,1.063964,1.071831,1.107895,1.140858,0.976145,1.131760,1.083272,1.068498,0.788857,1.258135,1.230488,1.173734,1.149612,1.044778,1.001517,1.183437,1.085275,1.168264,1.046889,1.114231,1.100201,0.971335,1.049561,1.082937,1.107582,1.125650,1.066559,1.043127,0.993146,0.923040,1.034927,1.002972,0.958713
杨戴/狂人日记__chunk001,1.170358,1.347408,1.199661,1.188797,1.194110,1.130242,1.116254,1.273661,1.032046,0.966547,1.140245,1.094334,1.424793,1.073996,1.136750,1.320059,0.000000,0.950020,1.106477,1.278302,1.020711,1.048141,1.203409,1.309054,1.088181,1.234604,1.220888,1.137794,1.227577,1.206750,1.254211,1.193886,1.193164,1.193166,1.303435,1.298169,1.235360,1.254969,1.087062,1.294650,1.254580,1.289471,1.214522,1.328873,1.247595,1.297633,1.157884,1.280993,1.367621,1.272853,1.352263,1.271861,1.153860,1.320538,1.241557,1.398959,1.210033,1.287567,1.440497,0.840413,1.153773,1.198272,1.490609,1.204923,1.396938,1.471092,1.245903,1.317028,1.330724,1.402766,1.439074,1.364185,1.275741,1.351160,1.226403,1.439683,1.459003,1.483867,1.264998,1.203264,1.396313,1.282098,1.324455
杨戴/狂人日记__chunk002,1.415078,1.342841,1.400605,1.372354,1.225282,1.178329,1.268773,1.354487,1.285297,1.143262,1.160731,1.164205,1.324784,1.157291,1.071737,1.501868,0.950020,0.000000,1.260648,1.537373,1.092297,1.183158,1.339186,1.441931,1.233866,1.225539,1.235878,1.198413,1.373918,1.385909,1.424281,1.421249,1.411166,1.226849,1.367719,1.389317,1.389378,1.361364,1.253457,1.412349,1.299917,1.469879,1.385677,1.426927,1.370941,1.342297,1.304835,1.385700,1.414472,1.335470,1.467175,1.347314,1.189057,1.347530,1.342807,1.399437,1.231044,1.310416,1.551964,1.080726,0.929548,1.350329,1.663639,1.282613,1.451708,1.402402,1.356250,1.367066,1.311257,1.350459,1.575673,1.447464,1.446778,1.511340,1.295886,1.529955,1.497555,1.638873,1.340363,1.340254,1.417238,1.404090,1.403144
杨戴/社戏__chunk001,0.983692,0.901819,0.805031,0.977092,0.842522,0.976050,0.931820,0.980997,0.838481,0.943311,0.861150,0.853413,1.280495,0.973799,1.071493,1.108993,1.106477,1.260648,0.000000,0.996436,0.923239,0.989737,1.088184,1.183608,1.189870,1.205136,1.045359,1.043489,1.080033,1.234317,1.133260,1.069865,1.149888,1.094453,1.087416,1.119402,1.054215,0.946697,1.064063,1.047153,1.069367,1.290832,1.134849,1.205543,0.983499,0.857458,0.981380,0.886417,1.066217,1.043127,1.158681,1.006303,0.971215,0.993461,0.962186,1.192342,1.045587,1.093241,1.098740,1.103239,1.194240,0.736206,1.164966,0.915719,1.070832,1.233851,1.268444,1.248769,1.092500,1.214154,1.301175,1.115457,1.206868,1.263677,1.165582,1.189803,1.125616,1.204559,1.003468,1.084265,0.994625,1.107163,1.164316
杨戴/社戏__chunk002,0.980897,1.083978,1.093784,1.170324,1.052068,1.198910,1.026481,1.045156,0.971861,1.088063,1.252751,0.967795,1.341983,0.963303,1.089669,0.966567,1.278302,1.537373,0.996436,0.000000,1.055786,0.980610,1.153933,1.316064,1.001734,1.137739,1.101597,1.083962,0.998158,1.126541,0.994186,1.058139,0.937691,1.329836,1.178205,1.114130,1.036773,1.000509,1.060597,1.033097,1.115414,1.359204,0.977289,0.998832,1.110281,1.064731,1.212722,0.903613,1.214290,1.057026,0.980796,1.047043,1.133607,1.144053,0.972839,1.236771,1.020592,0.976575,0.975768,1.350411,1.332774,0.957482,0.857804,1.088341,0.980788,1.205825,1.112000,1.223492,1.100787,1.204464,1.116131,1.038648,1.097679,1.018678,1.281727,1.218707,1.184615,1.132333,1.008648,0.993108,1.122752,1.026743,1.071834
杨戴/祝福__chunk001,0.943313,0.916853,0.966386,0.869820,0.903546,0.899081,0.979721,1.062578,0.838813,0.916315,0.884517,0.858918,1.232334,0.881301,0.954391,0.985862,1.020711,1.092297,0.923239,1.055786,0.000000,0.885554,0.999125,1.066329,0.916639,1.016178,0.991386,1.040320,1.091340,1.163395,1.096485,1.141990,1.163880,0.965528,1.063195,0.979335,0.985880,0.916245,0.995077,1.096643,1.041454,1.170918,1.050293,1.151965,0.874250,0.882274,0.844934,0.987707,1.111653,1.035477,1.102246,0.917714,0.990377,0.942224,0.925707,1.204126,1.007338,1.049779,1.082727,1.089700,1.079764,1.001246,1.244690,0.722117,1.075471,1.240848,1.161568,1.153122,1.165111,1.183690,1.249289,1.176134,1.148039,1.182351,1.041681,1.175698,1.020101,1.227503,1.002169,1.034999,1.063209,1.121128,1.110412
杨戴/祝福__chunk002,1.080440,1.002827,1.007947,1.039885,0.938128,0.899562,1.011287,1.104416,0.920276,0.933445,1.043792,0.955096,1.370194,0.892656,0.934824,1.022281,1.048141,1.183158,0.989737,0.980610,0.885554,0.000000,0.844403,1.014282,1.012494,1.003341,1.104905,1.057489,1.174366,0.975503,1.193047,1.191273,1.138721,1.175234,1.082301,0.992837,1.059596,0.985990,0.995147,1.011425,1.022742,1.254720,0.921234,1.073822,1.080626,1.127248,1.026294,1.063970,1.178497,1.074822,1.113528,1.066982,1.042823,1.111983,1.060874,1.273024,1.053364,1.136486,1.019549,1.186910,1.210991,1.141092,1.221381,0.927562,0.958360,1.119161,1.140326,1.208571,1.124414,1.233732,1.327897,1.288534,1.204365,1.247550,1.077632,1.211389,1.122754,1.235682,1.027731,1.134659,1.142914,1.116296,1.050075
杨戴/祝福__chunk003,1.135553,1.118217,1.145456,1.116327,1.012269,0.949393,1.116619,1.112956,1.043596,1.057509,1.192767,1.057068,1.425444,1.118046,1.077976,1.010088,1.203409,1.339186,1.088184,1.153933,0.999125,0.844403,0.000000,0.920916,1.120126,1.204884,1.189450,1.177250,1.246526,1.133693,1.277318,1.274238,1.226288,1.341612,1.334265,1.176038,1.143147,1.098018,1.136044,1.020510,1.135984,1.409870,1.084770,1.135287,1.194903,1.210857,1.255634,1.183687,1.314422,1.202878,1.202689,1.146229,1.103882,1.259937,1.216246,1.384073,1.320918,1.296578,1.153419,1.166720,1.309193,1.249716,1.359513,1.213234,1.217088,1.012511,1.318891,1.385065,1.267037,1.410865,1.495577,1.304723,1.290120,1.367789,1.276591,1.333544,1.315085,1.316219,1.182335,1.275115,1.221593,1.283824,1.263583
杨戴/祝福__chunk004,1.042019,1.089342,1.144187,1.177492,1.108724,0.991927,1.094691,1.132761,1.169447,1.043621,1.250872,1.240946,1.466914,1.160605,1.229318,1.081368,1.309054,1.441931,1.183608,1.316064,1.066329,1.014282,0.920916,0.000000,1.120873,1.220333,1.103869,0.998369,1.245548,1.194444,1.019355,1.216546,1.360549,1.302158,1.283313,1.228703,1.211103,1.112377,1.211183,1.163342,1.206180,1.309494,1.097801,1.232994,1.156539,1.198856,1.158474,1.211907,1.232010,1.125066,1.187732,1.268445,1.139902,1.261800,1.315083,1.409849,1.257449,1.273801,1.193839,1.268886,1.364242,1.291757,1.374119,1.119505,1.132806,1.132708,1.298830,1.335551,1.131112,1.247901,1.451661,1.145931,1.277929,1.407777,1.198874,1.246081,1.237198,1.387659,1.252993,1.184886,1.226317,1.231141,1.097063
杨戴/离婚__chunk001,1.042050,1.103375,1.091244,1.111959,1.015329,1.101386,0.831807,1.003265,0.888717,0.919562,1.117647,1.022050,1.242533,1.015566,1.081509,0.938337,1.088181,1.233866,1.189870,1.001734,0.916639,1.012494,1.120126,1.120873,0.000000,0.826477,0.803233,0.734610,0.984515,1.140891,0.879472,0.941450,1.019175,1.105712,1.151491,1.004598,1.035164,0.922178,1.039846,1.084865,1.051411,1.218297,0.786201,0.866501,1.154392,1.036515,1.134425,1.023476,1.072728,0.913409,1.062068,0.917825,0.997987,1.082271,1.008095,1.102939,1.003803,0.999503,1.078686,1.124943,1.028557,1.044432,1.133339,1.096448,1.073839,1.226292,0.795505,1.054858,0.926545,0.936736,1.096339,1.100494,0.972780,1.104811,1.068042,1.156323,1.083102,1.132671,0.948497,0.930411,1.092683,1.055678,0.852755
杨戴/离婚__chunk002,1.001338,1.114050,1.063634,1.227435,1.070843,1.112904,0.937614,0.995766,0.923055,0.963838,1.086251,1.021002,1.304405,1.007382,1.076576,1.078276,1.234604,1.225539,1.205136,1.137739,1.016178,1.003341,1.204884,1.220333,0.826477,0.000000,0.945989,0.825451,1.070611,1.102131,1.054308,1.113289,1.102437,1.161503,1.186795,1.045924,1.067087,1.007447,1.046051,1.118093,1.116457,1.389748,0.874192,1.003729,1.079947,1.160525,1.149455,1.137115,1.186442,1.019072,1.069914,1.092842,1.005833,1.058384,1.013700,1.153947,0.989126,1.067729,1.116376,1.175963,1.007312,1.139761,1.164950,0.989796,1.031695,1.266291,0.977563,0.868493,0.945383,1.013592,1.180690,1.176403,1.156684,1.221027,1.103861,1.259457,1.111259,1.221328,0.991968,1.020972,1.091123,1.084917,0.895068
杨戴/肥皂__chunk001,1.037425,1.046619,1.042925,1.027896,1.021275,0.951783,0.747158,0.908100,0.980778,0.956450,1.002382,0.990559,1.190603,1.119973,1.068594,0.953256,1.220888,1.235878,1.045359,1.101597,0.991386,1.104905,1.189450,1.103869,0.803233,0.945989,0.000000,0.775778,1.130435,1.245256,0.934527,1.078302,1.128474,1.059359,1.096152,1.018174,1.094909,1.021281,1.114012,1.072052,1.115205,1.295499,1.002560,0.962498,1.045562,1.010360,1.054486,0.981049,0.938745,0.836693,0.994869,1.056976,0.972625,1.051367,0.954842,1.120844,0.895326,1.031880,1.052432,1.193400,1.013461,1.161403,1.194573,1.008545,0.967267,1.130476,0.999297,1.039657,0.719692,0.935895,1.216914,0.922225,1.056906,1.200049,1.071091,1.199555,1.102284,1.151067,1.055594,1.072269,1.045717,1.068549,0.997771
杨戴/肥皂__chunk002,0.988317,1.019467,1.052699,1.131914,1.024792,1.068451,0.739881,0.925903,0.982777,0.955012,1.075186,1.064085,1.045209,1.036717,1.029092,1.000441,1.137794,1.198413,1.043489,1.083962,1.040320,1.057489,1.177250,0.998369,0.734610,0.825451,0.775778,0.000000,0.999940,1.059858,0.869089,0.962325,0.981714,1.085636,1.169713,1.113284,1.047834,1.046848,1.120343,1.082027,1.156347,1.298792,0.873111,1.003402,1.002692,0.991541,1.048268,0.973329,1.031669,0.774638,0.975401,1.033798,0.894028,0.953067,0.995845,0.967718,0.909246,0.935656,0.936173,1.074898,1.075728,1.028547,1.048611,0.958822,1.015179,1.188918,0.879742,0.936178,0.857908,0.673557,1.067688,0.995562,0.911990,1.104919,0.985714,1.190355,1.102463,1.103112,0.970954,0.934204,1.025623,1.020604,0.815989
杨戴/药__chunk001,1.132187,1.193302,1.252204,1.306645,1.028831,1.185449,0.911508,0.907421,0.984085,1.103451,1.201413,0.990972,1.270780,1.129155,1.166248,0.993144,1.227577,1.373918,1.080033,0.998158,1.091340,1.174366,1.246526,1.245548,0.984515,1.070611,1.130435,0.999940,0.000000,1.092158,0.874867,0.941606,0.973026,1.301500,1.157842,1.078738,1.023589,1.001572,1.113412,1.050371,1.001532,1.225942,1.031138,1.050610,1.128544,1.192578,1.183572,1.017392,1.183869,1.038171,0.915048,1.065893,1.048390,1.172126,0.959154,1.148877,1.013780,1.020286,1.021893,1.247444,1.268860,1.152563,1.066357,1.089223,1.098406,1.134141,1.060185,1.041152,1.109732,1.126046,0.788189,0.924341,0.945384,0.962529,1.151095,1.144978,1.080822,1.002737,0.969963,0.973487,0.993456,0.878436,0.992582
杨戴/药__chunk002,1.140767,1.250948,1.216506,1.171688,1.116029,1.190496,1.065010,1.053201,1.077790,1.074537,1.300977,1.133362,1.395420,1.139199,1.180526,0.974651,1.206750,1.385909,1.234317,1.126541,1.163395,0.975503,1.133693,1.194444,1.140891,1.102131,1.245256,1.059858,1.092158,0.000000,1.160115,1.084312,1.082952,1.412404,1.387520,1.162907,1.219162,1.166966,1.206482,1.061370,1.213291,1.334748,0.978476,1.061158,1.179850,1.287307,1.143210,1.065678,1.258859,1.108211,1.064981,1.220954,1.070062,1.263637,1.085284,1.258495,1.104028,1.172343,0.961282,1.247440,1.221473,1.264539,1.169949,1.038399,1.077930,1.239318,1.110064,1.141263,1.116768,1.106381,1.200076,1.218193,1.122343,1.137263,1.251427,1.361485,1.235005,1.220863,1.183865,1.058832,1.132127,1.125925,0.970151
杨戴/铸剑__chunk001,1.127474,1.134851,1.176318,1.200273,1.015962,1.145801,0.804700,0.772526,0.971472,0.971488,1.173899,1.057068,1.233674,1.045415,1.045003,0.981460,1.254211,1.424281,1.133260,0.994186,1.096485,1.193047,1.277318,1.019355,0.879472,1.054308,0.934527,0.869089,0.874867,1.160115,0.000000,0.813005,1.027429,1.164680,1.118782,1.019474,0.974131,0.992599,1.188875,1.025755,1.021413,1.174538,0.947844,0.968564,1.074256,1.128891,1.069613,0.871648,1.121211,0.839475,0.813694,0.986158,1.031070,1.043605,0.883000,1.087685,0.983938,0.991829,0.915960,1.288107,1.206719,1.092613,0.997166,0.943499,1.152916,1.096888,0.964478,1.074406,0.976025,1.022664,0.903677,0.563112,0.762087,1.006705,1.030615,1.068240,0.950557,0.955218,0.981025,0.881669,0.896172,0.867125,0.847341
杨戴/铸剑__chunk002,1.175640,1.281511,1.190012,1.302187,1.097456,1.276764,0.891495,0.914624,0.855533,1.039962,1.145328,1.106119,1.339483,1.197260,1.184729,1.011339,1.193886,1.421249,1.069865,1.058139,1.141990,1.191273,1.274238,1.216546,0.941450,1.113289,1.078302,0.962325,0.941606,1.084312,0.813005,0.000000,0.909298,1.193782,1.115148,1.072422,0.994277,0.929165,1.137887,0.999617,1.050315,1.255127,1.010656,1.155210,1.135964,1.188564,1.128983,0.921547,1.166520,0.904747,0.866548,0.944379,1.068562,1.077066,0.942063,1.124153,1.077000,1.007943,0.974998,1.178815,1.277927,1.060704,0.907083,0.966953,1.086816,1.280626,0.893473,1.074639,1.056485,1.022616,0.922522,0.904506,0.536940,0.899730,1.060702,1.091005,0.979931,0.993624,0.969349,0.919097,0.932075,0.938789,0.941236
杨戴/铸剑__chunk003,1.195417,1.308162,1.234131,1.298834,1.038980,1.334008,0.899742,1.009660,0.910967,1.140549,1.246252,1.103194,1.277877,1.177856,1.301457,0.970927,1.193164,1.411166,1.149888,0.937691,1.163880,1.138721,1.226288,1.360549,1.019175,1.102437,1.128474,0.981714,0.973026,1.082952,1.027429,0.909298,0.000000,1.407858,1.271898,1.208933,1.069012,1.065584,1.113365,1.097781,1.120536,1.356441,0.979951,1.066628,1.203915,1.301204,1.250523,1.048882,1.249550,1.064915,1.024519,1.085192,1.126667,1.231948,1.039529,1.131813,1.189283,1.224456,1.038683,1.199968,1.260635,1.172316,1.052700,1.222047,1.144841,1.305164,1.019270,1.060674,1.050957,1.124023,1.019359,0.980170,0.924364,0.656274,1.210266,1.181274,1.179560,1.069847,1.072267,1.070440,1.120199,1.052086,0.997302
杨戴/阿Q正传__chunk001,1.271325,1.239281,1.255166,1.256857,1.210164,1.171647,1.126222,1.257822,0.990593,1.176008,0.992201,1.167323,1.156982,1.202634,1.314591,1.208820,1.193166,1.226849,1.094453,1.329836,0.965528,1.175234,1.341612,1.302158,1.105712,1.161503,1.059359,1.085636,1.301500,1.412404,1.164680,1.193782,1.407858,0.000000,0.870897,0.932560,0.991898,0.955245,0.994241,1.067408,1.098693,1.285965,1.171163,1.262991,1.125862,1.173772,1.247492,1.179619,1.325506,1.171150,1.341748,1.105790,1.160598,1.214607,1.212545,1.263550,1.308025,1.248921,1.260477,1.215845,1.290142,1.177492,1.397227,1.077557,1.361821,1.458894,1.297492,1.277419,1.344388,1.271422,1.386718,1.223496,1.151250,1.416310,0.691738,1.021096,1.080813,1.128446,1.009042,1.018770,1.042468,1.112575,1.171033
杨戴/阿Q正传__chunk002,1.054002,1.182039,1.235324,1.440760,1.151645,1.157559,1.170834,1.092565,0.971294,1.195625,1.101175,1.047399,1.222419,1.181140,1.314147,1.205306,1.303435,1.367719,1.087416,1.178205,1.063195,1.082301,1.334265,1.283313,1.151491,1.186795,1.096152,1.169713,1.157842,1.387520,1.118782,1.115148,1.271898,0.870897,0.000000,0.738431,0.894982,0.913880,0.923823,0.939149,0.935524,1.049971,1.148415,1.255779,1.167639,1.306499,1.286824,1.227065,1.360759,1.212340,1.206516,1.073937,1.272135,1.391780,1.137820,1.295553,1.286971,1.164971,1.211767,1.266285,1.387105,1.245251,1.359199,1.135107,1.220589,1.382784,1.288771,1.348574,1.312478,1.338675,1.324189,1.182789,1.153936,1.271657,0.889091,0.860993,0.953550,1.141469,0.916127,1.057274,0.930563,1.040891,1.171655
杨戴/阿Q正传__chunk003,1.106902,1.112406,1.199402,1.185333,1.070689,1.148402,0.953187,1.074523,0.913649,1.036431,1.112519,1.009742,1.249681,1.044159,1.093797,1.019114,1.298169,1.389317,1.119402,1.114130,0.979335,0.992837,1.176038,1.228703,1.004598,1.045924,1.018174,1.113284,1.078738,1.162907,1.019474,1.072422,1.208933,0.932560,0.738431,0.000000,0.765925,0.752819,0.899822,0.752967,0.854758,1.053971,0.956624,1.022725,1.124035,1.240299,1.194397,1.083129,1.312097,1.083883,1.146843,0.988627,1.185408,1.326447,1.048066,1.217680,1.202290,1.092569,1.107922,1.201636,1.183740,1.226408,1.227409,1.021744,1.205916,1.254207,1.236009,1.215879,1.216414,1.310448,1.199458,1.137413,1.080127,1.233081,0.856740,0.945291,0.750368,0.926843,0.937611,0.988647,0.892371,0.903775,1.023594
杨戴/阿Q正传__chunk004,1.190067,1.220943,1.157246,1.277554,0.970769,1.155694,0.950925,0.953810,0.911791,1.107224,1.104357,0.956945,1.255031,1.145690,1.076760,1.039567,1.235360,1.389378,1.054215,1.036773,0.985880,1.059596,1.143147,1.211103,1.035164,1.067087,1.094909,1.047834,1.023589,1.219162,0.974131,0.994277,1.069012,0.991898,0.894982,0.765925,0.000000,0.824627,0.883222,0.806570,0.851717,1.183953,0.977281,1.051697,1.052394,1.195994,1.102651,0.933808,1.209336,1.003263,0.953203,0.984677,1.099879,1.190329,1.004371,1.150439,1.190983,1.038758,1.065108,1.252679,1.321466,1.087415,1.100022,1.044460,1.106422,1.118037,1.161471,1.135515,1.139703,1.240810,1.113597,1.016206,1.028516,1.141499,0.958675,0.909397,0.903073,0.848641,0.831670,0.925968,0.812036,0.848459,1.011939
杨戴/阿Q正传__chunk005,1.088271,1.036754,1.101993,1.208324,0.896085,1.033488,0.990010,1.001801,0.911743,0.949690,1.146167,0.976447,1.386699,0.954970,1.144937,0.934277,1.254969,1.361364,0.946697,1.000509,0.916245,0.985990,1.098018,1.112377,0.922178,1.007447,1.021281,1.046848,1.001572,1.166966,0.992599,0.929165,1.065584,0.955245,0.913880,0.752819,0.824627,0.000000,0.839000,0.829534,0.799652,1.066893,0.915695,0.932051,1.159872,1.130767,1.069425,0.909653,1.245847,1.013344,1.046613,0.951295,1.031397,1.184315,1.006286,1.177009,1.057730,1.037157,0.970672,1.132267,1.227844,1.054729,1.064955,0.956138,1.074606,1.267844,1.081135,1.155715,1.117323,1.171087,1.121645,1.049100,1.005031,1.159952,0.939592,0.947084,0.871878,0.883099,0.690902,0.854748,0.805993,0.892062,0.944904
杨戴/阿Q正传__chunk006,1.170410,1.180314,1.150853,1.268021,1.113239,1.077596,1.085824,1.105260,0.859425,1.123297,1.037462,0.907757,1.281747,1.065956,1.056767,0.980426,1.087062,1.253457,1.064063,1.060597,0.995077,0.995147,1.136044,1.211183,1.039846,1.046051,1.114012,1.120343,1.113412,1.206482,1.188875,1.137887,1.113365,0.994241,0.923823,0.899822,0.883222,0.839000,0.000000,0.833569,0.962568,1.181077,0.993906,1.019563,1.222710,1.110171,1.222288,1.097416,1.282805,1.124763,1.147897,1.032054,1.074904,1.300961,1.070480,1.234136,1.174792,1.032912,1.169035,1.070956,1.210845,1.171767,1.237497,1.114420,1.242609,1.339733,1.135967,1.301420,1.182116,1.305196,1.304406,1.160369,1.188965,1.251979,0.987569,1.046168,0.977154,1.044484,0.856910,0.807523,0.999208,0.980167,1.097668
